geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 20; 18; 12; 0.2; 0.15; 5; 19; [1, 3, 23, 33, 47, 56, 63, 70] - 3824; 5173;
2; 18; 16; 10; 0.6; 0.15; 5; 17; [1, 3, 23, 33, 47, 56, 63, 70] - 3824; 5478;
3; 16; 15; 10; 0.6; 0.15; 4; 15; [1, 3, 23, 33, 47, 56, 63, 70] - 3824; 5889;
4; 15; 14; 10; 0.6; 0.15; 4; 15; [1, 3, 13, 21, 23, 31, 40, 44, 45, 57, 70] - 4172; 4939;
5; 14; 13; 8; 0.6; 0.15; 4; 13; [1, 2, 3, 5, 6, 12, 22, 23, 31, 41, 45, 56, 63, 70] - 4187; 4608;
6; 13; 12; 8; 0.6; 0.15; 4; 13; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 5388;
7; 12; 11; 8; 0.6; 0.15; 3; 12; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4869;
8; 11; 10; 6; 0.6; 0.15; 3; 10; [1, 3, 5, 6, 12, 22, 33, 49, 58, 62, 70] - 3573; 4869;
9; 10; 9; 6; 0.6; 0.15; 3; 10; [1, 3, 5, 6, 12, 22, 33, 49, 58, 62, 70] - 3573; 4662;
10; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 12, 22, 33, 49, 58, 62, 70] - 3511; 4254;
11; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 2, 9, 21, 31, 41, 47, 55, 57, 70] - 3867; 4254;
12; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 9, 13, 22, 25, 33, 47, 49, 58, 62, 70] - 3971; 4473;
13; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 2, 9, 13, 23, 33, 47, 56, 57, 70] - 4083; 4852;
14; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 12, 13, 31, 40, 41, 44, 50, 53, 61, 63, 70] - 4501; 5415;
15; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 2, 3, 9, 21, 23, 25, 33, 47, 49, 58, 62, 70] - 4238; 5415;
16; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 21, 23, 33, 49, 58, 62, 70] - 3708; 5055;
17; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 2, 9, 21, 23, 25, 33, 40, 44, 45, 47, 49, 58, 62, 70] - 4688; 5044;
18; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 2, 3, 13, 23, 33, 34, 46, 49, 58, 62, 70] - 4189; 5157;
19; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 2, 3, 13, 23, 33, 34, 46, 49, 58, 62, 70] - 4189; 5157;
20; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 2, 3, 13, 23, 33, 34, 46, 49, 58, 62, 70] - 4189; 4796;

