geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 20; 23; 10; 0.1; 5; 0; 0; 0; 0.03; 1; 1; 8;42
2; 23; 20; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 6;39
3; 20; 23; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 8;38
4; 23; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 6;37
5; 20; 24; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 7;37
6; 24; 20; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 7;37
7; 20; 23; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 8;37
8; 23; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 6;36
9; 20; 23; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 8;36
10; 23; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 5;36
11; 21; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 4;36
12; 20; 24; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 7;37
13; 24; 22; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 5;36
14; 22; 19; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 6;35
15; 19; 21; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 7;35
16; 21; 19; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 5;35
17; 19; 22; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 6;35
18; 22; 20; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 5;35
19; 20; 24; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 7;35
20; 24; 20; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 7;34
21; 20; 23; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 8;34
22; 23; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 5;34
23; 21; 18; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 6;33
24; 18; 20; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 7;33
25; 20; 23; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 8;33
26; 23; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 6;33
27; 20; 23; 10; 0.1; 1; 0; 4; 0; 0.03; 1; 1; 8;33
28; 23; 20; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 6;33
29; 20; 23; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 8;33
30; 23; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 5;33
31; 21; 18; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 6;33
32; 18; 20; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 7;33
33; 20; 23; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 8;33
34; 23; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 6;33
35; 20; 24; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 7;33
36; 24; 20; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 7;33
37; 20; 24; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 7;33
38; 24; 20; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 7;33
39; 20; 24; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 7;33
40; 24; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 6;33
41; 21; 19; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 5;33
42; 19; 21; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 7;33
43; 21; 19; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 5;33
44; 19; 21; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 7;33
45; 21; 19; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 5;33
46; 19; 21; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 7;33
47; 21; 19; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 5;33
48; 19; 21; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 7;33
49; 21; 19; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 5;33
50; 19; 21; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 7;33
51; 21; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 4;33
52; 20; 23; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 8;33
53; 23; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 5;33
54; 21; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 4;33
55; 20; 23; 10; 0.1; 1; 0; 4; 0; 0.03; 1; 1; 8;33
56; 23; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 5;33
57; 21; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 4;33
58; 20; 23; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 8;33
59; 23; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 5;33
60; 21; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 4;33
61; 20; 23; 10; 0.1; 1; 0; 4; 0; 0.03; 1; 1; 8;33
62; 23; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 5;33
63; 21; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 4;33
64; 20; 24; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 7;33
65; 24; 22; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 5;33
66; 22; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 4;33
67; 21; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 4;33
68; 20; 24; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 7;33
69; 24; 22; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 5;33
70; 22; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 4;33
71; 21; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 4;33
72; 20; 24; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 7;33
73; 24; 22; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 5;33
74; 22; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 4;33
75; 21; 20; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 4;33
76; 20; 24; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 7;33
77; 24; 22; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 5;33
78; 22; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 4;33
79; 21; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 4;33
80; 20; 24; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 7;33
81; 24; 22; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 5;33
