geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 20; 31; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 0;41.0
2; 31; 34; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 0;43.0
3; 34; 37; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 0;43.0
4; 37; 40; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 0;44.0
5; 40; 45; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 0;44.0
6; 45; 50; 4; 0.1; 2; 0; 0; 0; 0.03; 1; 1; 0;48.0
7; 50; 55; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 0;48.0
8; 55; 60; 4; 0.1; 2; 0; 0; 0; 0.03; 1; 1; 0;47.0
9; 60; 67; 6; 0.1; 3; 0; 0; 0; 0.03; 1; 1; 0;48.0
10; 67; 75; 6; 0.1; 1; 0; 2; 0; 0.03; 2; 2; 0;48.0

