geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; NumElitismo; melhor; mediana;
1; 20; 20; 12; 0.2; ; 0.3; 8; 20; [1, 4, 10, 20] - 1086; 1814;
2; 20; 20; 12; 0.2; ; 0.3; 8; 20; [1, 4, 10, 20] - 1086; 1814;
3; 20; 20; 12; 0.2; ; 0.3; 8; 20; [1, 4, 10, 20] - 1086; 1814;
4; 20; 21; 12; 0.2; ; 0.3; 9; 20; [1, 4, 10, 20] - 1086; 1711;
5; 21; 22; 4; 0.2; ; 0.3; 8; 11; [1, 4, 10, 20] - 1086; 1814;
6; 22; 20; 4; 0.2; ; 0.3; 8; 14; [1, 4, 10, 20] - 1086; 1711;
7; 20; 23; 12; 0.2; ; 0.3; 9; 18; [1, 4, 10, 20] - 1086; 1711;
8; 23; 21; 4; 0.2; ; 0.3; 8; 14; [1, 4, 10, 20] - 1086; 1660;
9; 21; 20; 4; 0.2; ; 0.3; 8; 13; [1, 4, 10, 20] - 1086; 1660;
10; 20; 19; 12; 0.2; ; 0.3; 8; 21; [1, 4, 10, 20] - 1086; 1556;
11; 19; 21; 12; 0.6; ; 0.3; 8; 18; [1, 4, 10, 20] - 1086; 1660;
12; 21; 22; 4; 0.2; ; 0.3; 8; 11; [1, 4, 10, 20] - 1086; 1612;
13; 22; 22; 4; 0.2; ; 0.3; 8; 12; [1, 4, 10, 20] - 1086; 1612;
14; 22; 23; 4; 0.2; ; 0.3; 8; 11; [1, 4, 10, 20] - 1086; 1612;
15; 23; 22; 4; 0.2; ; 0.3; 9; 14; [1, 4, 10, 20] - 1086; 1612;
16; 22; 22; 4; 0.2; ; 0.3; 8; 12; [1, 4, 10, 20] - 1086; 1612;
17; 22; 23; 4; 0.2; ; 0.3; 8; 11; [1, 4, 10, 20] - 1086; 1612;
18; 23; 23; 4; 0.2; ; 0.3; 8; 12; [1, 4, 10, 20] - 1086; 1612;
19; 23; 23; 4; 0.2; ; 0.3; 9; 13; [1, 4, 10, 20] - 1086; 1612;
20; 23; 23; 4; 0.2; ; 0.3; 8; 12; [1, 4, 10, 20] - 1086; 1612;

