geracao; tamanhoAntesOP;tamanhoDepoisOP;quantidadeCruzados;taxaCruzamento;taxaMutacao;Nummutacao;NumElitismo;melhor;mediana
1;20;25;12;0.6;0.15;7;26;[1, 3, 23, 31, 40, 44, 56, 61, 63, 70] - 4025;4885
2;25;20;6;0.2;0.15;6;21;[1, 3, 23, 31, 40, 44, 56, 61, 63, 70] - 4025;4885
3;20;24;12;0.6;0.15;7;25;[1, 3, 23, 31, 40, 44, 56, 61, 63, 70] - 4025;4862
4;24;17;4;0.2;0.15;5;18;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4781
5;17;21;10;0.6;0.15;6;22;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4213
6;21;16;4;0.2;0.15;5;16;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4213
7;16;18;10;0.6;0.15;5;19;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4213
8;18;17;10;0.6;0.15;5;18;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4211
9;17;17;10;0.6;0.15;5;17;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
10;17;18;10;0.6;0.15;5;18;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
11;18;18;10;0.6;0.15;5;19;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
12;18;17;10;0.6;0.15;5;18;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
13;17;17;10;0.6;0.15;5;17;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
14;17;16;10;0.6;0.15;5;16;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
15;16;15;10;0.6;0.15;4;15;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
16;15;14;10;0.6;0.15;4;15;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
17;14;13;8;0.6;0.15;4;13;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
18;13;12;8;0.6;0.15;4;13;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
19;12;11;8;0.6;0.15;3;12;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
20;11;10;6;0.6;0.15;3;10;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
21;10;9;6;0.6;0.15;3;10;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
22;9;9;6;0.6;0.15;3;9;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
23;9;9;6;0.6;0.15;3;9;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
24;9;9;6;0.6;0.15;3;9;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
25;9;9;6;0.6;0.15;3;9;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
26;9;9;6;0.6;0.15;3;9;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
27;9;9;6;0.6;0.15;3;9;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
28;9;9;6;0.6;0.15;3;9;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
29;9;9;6;0.6;0.15;3;9;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
30;9;9;6;0.6;0.15;3;9;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
31;9;9;6;0.6;0.15;3;9;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
32;9;9;6;0.6;0.15;3;9;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
33;9;9;6;0.6;0.15;3;9;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
34;9;9;6;0.6;0.15;3;9;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
35;9;9;6;0.6;0.15;3;9;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
36;9;9;6;0.6;0.15;3;9;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
37;9;9;6;0.6;0.15;3;9;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
38;9;9;6;0.6;0.15;3;9;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
39;9;9;6;0.6;0.15;3;9;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
40;9;9;6;0.6;0.15;3;9;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
41;9;9;6;0.6;0.15;3;9;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
42;9;9;6;0.6;0.15;3;9;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
43;9;9;6;0.6;0.15;3;9;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
44;9;9;6;0.6;0.15;3;9;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
45;9;9;6;0.6;0.15;3;9;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
46;9;9;6;0.6;0.15;3;9;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
47;9;9;6;0.6;0.15;3;9;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
48;9;9;6;0.6;0.15;3;9;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
49;9;9;6;0.6;0.15;3;9;[1, 4, 10, 11, 21, 31, 40, 44, 56, 61, 63, 70] - 4068;4068
