geracao; tamanhoAntesOP;tamanhoDepoisOP;quantidadeCruzados;taxaCruzamento;taxaMutacao;Nummutacao;NumElitismo;melhor;mediana
1;20;24;12;0.6;0.15;7;25;[1, 3, 12, 22, 25, 26, 34, 46, 49, 55, 57, 70] - 3908;4463
2;24;16;4;0.2;0.15;5;17;[1, 3, 12, 22, 25, 26, 34, 46, 49, 55, 57, 70] - 3908;4389
3;16;20;10;0.6;0.15;6;20;[1, 3, 12, 22, 25, 26, 34, 46, 49, 55, 57, 70] - 3908;4378
4;20;23;12;0.6;0.15;6;23;[1, 3, 12, 22, 25, 26, 34, 46, 49, 55, 57, 70] - 3908;4229
5;23;17;4;0.2;0.15;5;17;[1, 3, 12, 22, 25, 26, 34, 46, 49, 55, 57, 70] - 3908;4190
6;17;20;10;0.6;0.15;6;21;[1, 3, 12, 22, 25, 26, 34, 46, 49, 55, 57, 70] - 3908;3956
7;20;21;12;0.6;0.15;6;21;[1, 3, 12, 22, 25, 26, 34, 46, 49, 55, 57, 70] - 3908;3956
8;21;14;4;0.2;0.15;4;15;[1, 3, 12, 22, 25, 26, 34, 46, 49, 55, 57, 70] - 3908;3956
9;14;16;8;0.6;0.15;5;17;[1, 3, 12, 22, 25, 26, 34, 46, 49, 55, 57, 70] - 3908;3956
10;16;17;10;0.6;0.15;5;18;[1, 3, 12, 22, 25, 26, 34, 46, 49, 55, 57, 70] - 3908;3908
11;17;17;10;0.6;0.15;5;17;[1, 3, 12, 22, 25, 26, 34, 46, 49, 55, 57, 70] - 3908;3908
12;17;18;10;0.6;0.15;5;18;[1, 3, 12, 22, 25, 26, 34, 46, 49, 55, 57, 70] - 3908;3908
13;18;16;10;0.6;0.15;5;17;[1, 3, 12, 22, 25, 26, 34, 46, 49, 55, 57, 70] - 3908;3908
14;16;15;10;0.6;0.15;4;15;[1, 3, 12, 22, 25, 26, 34, 46, 49, 55, 57, 70] - 3908;3908
15;15;14;10;0.6;0.15;4;15;[1, 3, 12, 22, 25, 26, 34, 46, 49, 55, 57, 70] - 3908;3908
