geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 20; 19; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 12;39;
2; 19; 17; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 11;37;
3; 17; 16; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 10;35;
4; 16; 17; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 8;36;
5; 17; 19; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 7;35;
6; 19; 20; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 8;36;
7; 20; 24; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 7;36;
8; 24; 18; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 9;35;
9; 18; 22; 8; 0.5; 4; 0; 0; 0; 0.03; 1; 1; 5;35;
10; 22; 13; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 12;33;
11; 13; 14; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 6;34;
12; 14; 16; 6; 0.5; 0; 0; 3; 0; 0.03; 1; 1; 5;33;
13; 16; 15; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 10;33;
14; 15; 16; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 6;33;
15; 16; 19; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 6;33;
16; 19; 20; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 8;33;
17; 20; 22; 10; 0.1; 1; 0; 4; 0; 0.03; 1; 1; 9;33;
18; 22; 16; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 9;32;
19; 16; 17; 8; 0.5; 0; 0; 4; 0; 0.03; 1; 1; 8;32;
20; 17; 19; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 7;33;

