geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 20; 20; 10; 0.1; 4; 0; 1; 0; 0.03; 1; 1; 11;41;
2; 20; 18; 10; 0.1; 4; 0; 1; 0; 0.03; 1; 1; 13;38;
3; 18; 18; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 9;38;
4; 18; 12; 8; 0.5; 4; 0; 0; 0; 0.03; 1; 1; 15;35;
5; 12; 12; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 7;35;
6; 12; 14; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 5;35;
7; 14; 12; 6; 0.5; 0; 0; 3; 0; 0.03; 1; 1; 9;35;
8; 12; 14; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 5;35;
9; 14; 15; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 6;35;
10; 15; 16; 6; 0.5; 3; 0; 0; 0; 0.03; 1; 1; 6;35;
11; 16; 19; 8; 0.5; 4; 0; 0; 0; 0.03; 1; 1; 6;35;
12; 19; 22; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 6;36;
13; 22; 22; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 3;36;
14; 22; 18; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 7;35;
15; 18; 22; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 5;36;
16; 22; 19; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 6;35;
17; 19; 21; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 7;35;
18; 21; 12; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 12;34;
19; 12; 14; 6; 0.5; 0; 0; 3; 0; 0.03; 1; 1; 5;33;
20; 14; 16; 6; 0.5; 0; 0; 3; 0; 0.03; 1; 1; 5;33;
21; 16; 19; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 6;34;
22; 19; 20; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 8;33;
23; 20; 22; 10; 0.1; 1; 0; 4; 0; 0.03; 1; 1; 9;33;
24; 22; 18; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 7;32;
25; 18; 18; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 9;32;
26; 18; 20; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 7;33;
27; 20; 22; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 9;34;
28; 22; 19; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 6;33;
29; 19; 20; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 8;33;
30; 20; 21; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 10;33;

