geracao; tamanhoAntesOP;tamanhoDepoisOP;quantidadeCruzados;taxaCruzamento;taxaMutacao;Nummutacao;NumElitismo;melhor;mediana
1;20;86;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;4012
2;86;102;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
3;102;108;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
4;108;109;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
5;109;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
6;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
7;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
8;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
9;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
10;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
11;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
12;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
13;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
14;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
15;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
16;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
17;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
18;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
19;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
20;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
21;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
22;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
23;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
24;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
25;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
26;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
27;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
28;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
29;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
30;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
31;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
32;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
33;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
34;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
35;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
36;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
37;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
38;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
39;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
40;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
41;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
42;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
43;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
44;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
45;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
46;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
47;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
48;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
49;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
50;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
51;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
52;110;110;71;0.6;0.15;71;0;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70] - 3640;3640
