geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 60; 41; 12; 0.2; 0.15; 11; 42; [1, 2, 3, 12, 13, 22, 33, 49, 58, 62, 70] - 3743; 4856;
2; 41; 28; 8; 0.2; 0.15; 8; 29; [1, 3, 5, 12, 22, 33, 47, 49, 55, 57, 70] - 3881; 4817;
3; 28; 20; 6; 0.2; 0.15; 6; 20; [1, 2, 9, 13, 22, 33, 46, 47, 55, 57, 70] - 3934; 5183;
4; 20; 18; 12; 0.2; 0.15; 5; 19; [1, 2, 9, 13, 22, 33, 46, 47, 55, 57, 70] - 3934; 4830;
5; 18; 16; 10; 0.6; 0.15; 5; 17; [1, 3, 5, 12, 13, 31, 32, 40, 44, 56, 63, 70] - 3876; 4933;
6; 16; 15; 10; 0.6; 0.15; 4; 15; [1, 3, 13, 40, 41, 45, 56, 63, 70] - 3880; 4830;
7; 15; 14; 10; 0.6; 0.15; 4; 15; [1, 2, 3, 5, 6, 22, 25, 33, 46, 49, 55, 57, 70] - 4234; 5486;
8; 14; 13; 8; 0.6; 0.15; 4; 13; [1, 3, 12, 13, 40, 44, 55, 58, 62, 70] - 4088; 5116;
9; 13; 12; 8; 0.6; 0.15; 4; 13; [1, 2, 9, 21, 22, 25, 26, 33, 49, 55, 58, 62, 70] - 4162; 5349;
10; 12; 11; 8; 0.6; 0.15; 3; 12; [1, 3, 23, 33, 46, 47, 49, 58, 62, 70] - 4144; 4905;

