geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 60; 39; 6; 0.1; 1; 0; 2; 0; 0.03; 1; 1; 56;41
2; 39; 23; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 38;37
3; 23; 14; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 24;34
4; 14; 15; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 12;35
5; 15; 16; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 12;34
6; 16; 15; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 20;33
7; 15; 16; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 12;33
8; 16; 20; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 10;34
9; 20; 20; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 22;34
10; 20; 15; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 32;32
11; 15; 16; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 12;32
12; 16; 16; 8; 0.5; 0; 0; 4; 0; 0.03; 1; 1; 18;32
13; 16; 17; 8; 0.5; 0; 0; 4; 0; 0.03; 1; 1; 16;32
14; 17; 18; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 16;32
15; 18; 20; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 14;32
16; 20; 21; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 20;32
17; 21; 16; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 16;31
18; 16; 16; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 18;31
19; 16; 16; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 18;31
20; 16; 17; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 16;32

