geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 60; 71; 12; 0.2; 0.15; 11; 12; [1, 2, 5, 12, 13, 15, 20] - 30; 45;
2; 71; 91; 14; 0.2; 0.15; 13; 7; [1, 2, 5, 12, 13, 15, 20] - 30; 47;
3; 91; 119; 18; 0.2; 0.15; 17; 7; [1, 2, 5, 12, 13, 15, 20] - 30; 47;
4; 119; 153; 24; 0.2; 0.15; 22; 12; [1, 2, 5, 12, 13, 15, 20] - 30; 47;
5; 153; 194; 30; 0.2; 0.15; 28; 17; [1, 2, 5, 12, 13, 15, 20] - 30; 48;
6; 194; 247; 38; 0.2; 0.15; 35; 20; [1, 3, 5, 10, 14, 15, 20] - 29; 48;
7; 247; 315; 50; 0.2; 0.15; 45; 27; [1, 3, 5, 10, 14, 15, 20] - 29; 48;
8; 315; 397; 64; 0.2; 0.15; 57; 39; [1, 3, 5, 10, 14, 15, 20] - 29; 48;
9; 397; 498; 80; 0.2; 0.15; 72; 51; [1, 3, 5, 10, 14, 15, 20] - 29; 49;
10; 498; 635; 100; 0.2; 0.15; 90; 53; [1, 3, 5, 10, 14, 15, 20] - 29; 50;

