geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; NumElitismo; melhor; media
1; 29; 23; 6; 0.2; ; 0.3; 9; 21; [1, 4, 10, 20] - 10861814
2; 23; 24; 4; 0.2; ; 0.3; 9; 12; [1, 4, 10, 20] - 10861814
3; 24; 24; 4; 0.2; ; 0.3; 9; 13; [1, 4, 10, 20] - 10861660
4; 24; 26; 4; 0.2; ; 0.3; 9; 11; [1, 4, 10, 20] - 10861689
5; 26; 26; 6; 0.2; ; 0.3; 9; 15; [1, 4, 10, 20] - 10861689
6; 26; 25; 6; 0.2; ; 0.3; 10; 17; [1, 4, 10, 20] - 10861660
7; 25; 25; 6; 0.2; ; 0.3; 9; 15; [1, 4, 10, 20] - 10861660
8; 25; 27; 6; 0.2; ; 0.3; 10; 14; [1, 4, 10, 20] - 10861689
9; 27; 25; 6; 0.2; ; 0.3; 9; 17; [1, 4, 10, 20] - 10861660
10; 25; 24; 6; 0.2; ; 0.3; 10; 17; [1, 4, 10, 20] - 10861660
11; 24; 26; 4; 0.2; ; 0.3; 9; 11; [1, 4, 10, 20] - 10861660
12; 26; 25; 6; 0.2; ; 0.3; 9; 16; [1, 4, 10, 20] - 10861619
13; 25; 26; 6; 0.2; ; 0.3; 9; 14; [1, 4, 10, 20] - 10861660
14; 26; 25; 6; 0.2; ; 0.3; 9; 16; [1, 4, 10, 20] - 10861619
15; 25; 25; 6; 0.2; ; 0.3; 9; 15; [1, 4, 10, 20] - 10861619
16; 25; 25; 6; 0.2; ; 0.3; 9; 15; [1, 4, 10, 20] - 10861619
17; 25; 26; 6; 0.2; ; 0.3; 9; 14; [1, 4, 10, 20] - 10861660
18; 26; 26; 6; 0.2; ; 0.3; 10; 16; [1, 4, 10, 20] - 10861660
19; 26; 26; 6; 0.2; ; 0.3; 10; 16; [1, 4, 10, 20] - 10861660
20; 26; 26; 6; 0.2; ; 0.3; 10; 16; [1, 4, 10, 20] - 10861660

