geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; media
1; 33; 28; 6; 0.2; 0.3; 11; 22; [1, 4, 10, 20] - 1086; 1720;
2; 28; 28; 6; 0.2; 0.3; 10; 16; [1, 4, 10, 20] - 1086; 1718;
3; 28; 25; 6; 0.2; 0.3; 10; 19; [1, 4, 10, 20] - 1086; 1689;
4; 25; 26; 6; 0.2; 0.3; 9; 14; [1, 4, 10, 20] - 1086; 1711;
5; 26; 25; 6; 0.2; 0.3; 9; 16; [1, 4, 10, 20] - 1086; 1689;
6; 25; 24; 6; 0.2; 0.3; 9; 16; [1, 4, 10, 20] - 1086; 1689;
7; 24; 25; 4; 0.2; 0.3; 9; 12; [1, 4, 10, 20] - 1086; 1689;
8; 25; 23; 6; 0.2; 0.3; 9; 17; [1, 4, 10, 20] - 1086; 1660;
9; 23; 23; 4; 0.2; 0.3; 9; 13; [1, 4, 10, 20] - 1086; 1660;
10; 23; 23; 4; 0.2; 0.3; 8; 12; [1, 4, 10, 20] - 1086; 1660;
11; 23; 22; 4; 0.2; 0.3; 8; 13; [1, 4, 10, 20] - 1086; 1660;
12; 22; 23; 4; 0.2; 0.3; 8; 11; [1, 4, 10, 20] - 1086; 1660;
13; 23; 23; 4; 0.2; 0.3; 8; 12; [1, 4, 10, 20] - 1086; 1660;
14; 23; 20; 4; 0.2; 0.3; 8; 15; [1, 4, 10, 20] - 1086; 1612;
15; 20; 23; 12; 0.2; 0.3; 9; 18; [1, 4, 10, 20] - 1086; 1660;
16; 23; 23; 4; 0.2; 0.3; 9; 13; [1, 4, 10, 20] - 1086; 1660;
17; 23; 24; 4; 0.2; 0.3; 8; 11; [1, 4, 10, 20] - 1086; 1689;
18; 24; 22; 4; 0.2; 0.3; 8; 14; [1, 4, 10, 20] - 1086; 1660;
19; 22; 23; 4; 0.2; 0.3; 8; 11; [1, 4, 10, 20] - 1086; 1660;
20; 23; 23; 4; 0.2; 0.3; 8; 12; [1, 4, 10, 20] - 1086; 1660;

