geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 20; 33; 12; 0.2; 0.15; 4; 3; [1, 3, 5, 12, 22, 25, 33, 49, 58, 62, 70] - 3558; 4740;
2; 33; 41; 6; 0.2; 0.15; 5; 3; [1, 3, 5, 12, 22, 25, 33, 49, 58, 62, 70] - 3558; 4725;
3; 41; 56; 8; 0.2; 0.15; 7; 0; [1, 3, 5, 12, 22, 25, 33, 49, 58, 62, 70] - 3558; 4725;
4; 56; 76; 11; 0.2; 0.15; 10; 1; [1, 3, 5, 12, 22, 25, 33, 49, 58, 62, 70] - 3558; 4784;
5; 76; 103; 15; 0.2; 0.15; 13; 1; [1, 3, 12, 22, 33, 49, 58, 62, 70] - 3511; 4807;
6; 103; 139; 20; 0.2; 0.15; 18; 2; [1, 3, 12, 22, 33, 49, 58, 62, 70] - 3511; 4784;
7; 139; 187; 27; 0.2; 0.15; 24; 3; [1, 3, 12, 22, 33, 49, 58, 62, 70] - 3511; 4791;
8; 187; 252; 37; 0.2; 0.15; 33; 5; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4902;
9; 252; 343; 50; 0.2; 0.15; 45; 4; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4877;
10; 343; 467; 68; 0.2; 0.15; 61; 5; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4912;

