geracao, tamanhoAntesOP, tamanhoDepoisOP, quantidadeCruzados, taxaCruzamento, taxaMutacao, NumElitismo, melhor, mediana;
1, 17, 17, 10, 0.6, 0.3, 6, 16, [1, 4, 10, 20] - 1086, 1587;
2, 17, 19, 10, 0.6, 0.3, 6, 14, [1, 4, 10, 20] - 1086, 1587;
3, 19, 20, 11, 0.6, 0.3, 7, 17, [1, 4, 10, 20] - 1086, 1612;
4, 20, 23, 12, 0.2, 0.3, 8, 17, [1, 4, 10, 20] - 1086, 1660;
5, 23, 22, 4, 0.2, 0.3, 8, 13, [1, 4, 10, 20] - 1086, 1660;
6, 22, 21, 4, 0.2, 0.3, 7, 12, [1, 4, 10, 20] - 1086, 1612;
7, 21, 20, 4, 0.2, 0.3, 6, 11, [1, 4, 10, 20] - 1086, 1612;
8, 20, 24, 12, 0.2, 0.3, 8, 16, [1, 4, 10, 20] - 1086, 1660;
9, 24, 24, 4, 0.2, 0.3, 8, 12, [1, 4, 10, 20] - 1086, 1619;
10, 24, 22, 4, 0.2, 0.3, 8, 14, [1, 4, 10, 20] - 1086, 1612;

