geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; NumElitismo; melhor; mediana;
1; 19; 17; 11; 0.6; ; 0.3; 6; 19; [1, 4, 10, 20] - 1086; 1587;
2; 17; 18; 10; 0.6; ; 0.3; 6; 15; [1, 4, 10, 20] - 1086; 1587;
3; 18; 21; 10; 0.6; ; 0.3; 7; 14; [1, 4, 10, 20] - 1086; 1660;
4; 21; 22; 4; 0.2; ; 0.3; 7; 10; [1, 4, 10, 20] - 1086; 1711;
5; 22; 20; 4; 0.2; ; 0.3; 7; 13; [1, 4, 10, 20] - 1086; 1660;
6; 20; 21; 12; 0.2; ; 0.3; 8; 19; [1, 4, 10, 20] - 1086; 1660;
7; 21; 23; 4; 0.2; ; 0.3; 7; 9; [1, 4, 10, 20] - 1086; 1711;
8; 23; 22; 4; 0.2; ; 0.3; 7; 12; [1, 4, 10, 20] - 1086; 1711;
9; 22; 23; 4; 0.2; ; 0.3; 7; 10; [1, 4, 10, 20] - 1086; 1711;
10; 23; 20; 4; 0.2; ; 0.3; 7; 14; [1, 4, 10, 20] - 1086; 1660;

