geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; media;
1; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 5, 10, 13, 19, 20] - 33; 49;
2; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 5, 12, 19, 20] - 32; 46;
3; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 6, 8, 9, 12, 13, 19, 20] - 33; 46;
4; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 6, 8, 9, 12, 13, 19, 20] - 33; 46;
5; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 6, 8, 9, 12, 13, 19, 20] - 33; 48;
6; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 8, 9, 12, 13, 19, 20] - 30; 48;
7; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 5, 12, 19, 20] - 32; 48;
8; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 8, 9, 13, 15, 20] - 33; 51;
9; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 8, 10, 14, 15, 20] - 32; 44;
10; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 8, 10, 14, 15, 20] - 32; 44;
11; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 5, 12, 19, 20] - 32; 46;
12; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 5, 10, 13, 15, 20] - 33; 46;
13; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 6, 8, 9, 12, 19, 20] - 35; 49;
14; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 6, 8, 9, 13, 19, 20] - 36; 52;
15; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 5, 12, 19, 20] - 32; 49;
16; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 5, 10, 13, 15, 20] - 33; 46;
17; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 5, 10, 13, 15, 20] - 33; 46;
18; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 5, 12, 19, 20] - 32; 48;
19; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 5, 12, 19, 20] - 32; 47;
20; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 5, 12, 19, 20] - 32; 46;

