geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; N??oCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 20; 20; 10; 0.1; 3; 1; 1; 0; 0.03; 0; 0; 7;1839
2; 20; 20; 10; 0.1; 0; 2; 3; 0; 0.03; 0; 0; 6;1814
3; 20; 20; 10; 0.1; 3; 1; 1; 0; 0.03; 0; 0; 7;1814
4; 20; 20; 10; 0.1; 3; 1; 1; 0; 0.03; 0; 0; 7;1814
5; 20; 21; 10; 0.1; 3; 1; 1; 0; 0.03; 0; 0; 7;1814
6; 21; 17; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 6;1660
7; 17; 18; 8; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 6;1711
8; 18; 20; 9; 0.5; 4; 0; 0; 0; 0.03; 0; 0; 6;1711
9; 20; 20; 10; 0.1; 2; 2; 1; 0; 0.03; 0; 0; 7;1689
10; 20; 20; 10; 0.1; 4; 1; 0; 0; 0.03; 0; 0; 6;1660
11; 20; 21; 10; 0.1; 1; 2; 2; 0; 0.03; 0; 0; 7;1612
12; 21; 17; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 6;1527
13; 17; 17; 8; 0.5; 1; 3; 0; 0; 0.03; 0; 0; 6;1527
14; 17; 19; 8; 0.5; 4; 0; 0; 0; 0.03; 0; 0; 6;1556
15; 19; 21; 9; 0.5; 3; 1; 0; 0; 0.03; 0; 0; 7;1587
16; 21; 17; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 5;1527
17; 17; 17; 8; 0.5; 2; 1; 1; 0; 0.03; 0; 0; 6;1527
18; 17; 17; 8; 0.5; 2; 1; 1; 0; 0.03; 0; 0; 5;1527
19; 17; 18; 8; 0.5; 3; 1; 0; 0; 0.03; 0; 0; 6;1556
20; 18; 20; 9; 0.5; 4; 0; 0; 0; 0.03; 0; 0; 6;1587

