geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; media
1; 19; 20; 11; 0.6; 0.3; 6; 16; [1, 4, 10, 20] - 1086; 1832;
2; 20; 20; 12; 0.2; 0.3; 7; 19; [1, 4, 10, 20] - 1086; 1720;
3; 20; 22; 12; 0.2; 0.3; 8; 18; [1, 4, 10, 20] - 1086; 1718;
4; 22; 23; 4; 0.2; 0.3; 7; 10; [1, 4, 10, 20] - 1086; 1660;
5; 23; 21; 4; 0.2; 0.3; 7; 13; [1, 4, 10, 20] - 1086; 1612;
6; 21; 20; 4; 0.2; 0.3; 7; 12; [1, 4, 10, 20] - 1086; 1612;
7; 20; 23; 12; 0.2; 0.3; 8; 17; [1, 4, 10, 20] - 1086; 1660;
8; 23; 23; 4; 0.2; 0.3; 7; 11; [1, 4, 10, 20] - 1086; 1612;
9; 23; 23; 4; 0.2; 0.3; 7; 11; [1, 4, 10, 20] - 1086; 1612;
10; 23; 23; 4; 0.2; 0.3; 8; 12; [1, 4, 10, 20] - 1086; 1612;
11; 23; 23; 4; 0.2; 0.3; 7; 11; [1, 4, 10, 20] - 1086; 1612;
12; 23; 23; 4; 0.2; 0.3; 7; 11; [1, 4, 10, 20] - 1086; 1612;
13; 23; 23; 4; 0.2; 0.3; 7; 11; [1, 4, 10, 20] - 1086; 1612;
14; 23; 22; 4; 0.2; 0.3; 7; 12; [1, 4, 10, 20] - 1086; 1612;
15; 22; 23; 4; 0.2; 0.3; 7; 10; [1, 4, 10, 20] - 1086; 1612;
16; 23; 23; 4; 0.2; 0.3; 7; 11; [1, 4, 10, 20] - 1086; 1612;
17; 23; 23; 4; 0.2; 0.3; 8; 12; [1, 4, 10, 20] - 1086; 1594;
18; 23; 22; 4; 0.2; 0.3; 8; 13; [1, 4, 10, 20] - 1086; 1594;
19; 22; 20; 4; 0.2; 0.3; 7; 13; [1, 4, 10, 20] - 1086; 1556;
20; 20; 22; 12; 0.2; 0.3; 7; 17; [1, 4, 10, 20] - 1086; 1594;

