geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; media;
1; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 9, 13, 40, 41, 45, 57, 70] - 3733; 5029;
2; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 4, 10, 11, 21, 23, 33, 47, 55, 58, 62, 70] - 3823; 5232;
3; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 4, 10, 11, 21, 23, 33, 47, 55, 58, 62, 70] - 3823; 4895;
4; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 13, 22, 25, 33, 49, 55, 58, 62, 70] - 3854; 5015;
5; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 9, 13, 22, 33, 47, 49, 58, 62, 70] - 3795; 4946;
6; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 23, 25, 26, 33, 49, 58, 62, 70] - 3878; 4868;
7; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 3, 9, 21, 22, 33, 47, 55, 57, 70] - 3916; 4955;
8; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 5, 6, 26, 34, 46, 47, 49, 58, 62, 70] - 4043; 4911;
9; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 5, 6, 26, 34, 46, 47, 49, 58, 62, 70] - 4043; 4911;
10; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 5, 6, 26, 34, 46, 47, 49, 58, 62, 70] - 4043; 5064;

