geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 20; 19; 10; 0.1; 4; 0; 1; 0; 0.03; 0; 0; 11;41.0
2; 19; 18; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 10;40.0
3; 18; 18; 9; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 9;39.0
4; 18; 19; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 8;38.0
5; 19; 20; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 8;38.0
6; 20; 20; 10; 0.1; 4; 0; 1; 0; 0.03; 0; 0; 10;38.0
7; 20; 22; 10; 0.1; 4; 0; 1; 0; 0.03; 0; 0; 8;37.0
8; 22; 16; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 8;36.0
9; 16; 16; 8; 0.5; 4; 0; 0; 0; 0.03; 0; 0; 8;36.0
10; 16; 16; 8; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 8;36.0
11; 16; 16; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 8;36.0
12; 16; 18; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 6;36.0
13; 18; 18; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 9;35.0
14; 18; 18; 9; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 9;35.0
15; 18; 18; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 9;35.0
16; 18; 19; 9; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 8;35.0
17; 19; 20; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 8;35.0
18; 20; 20; 10; 0.1; 2; 0; 3; 0; 0.03; 0; 0; 10;35.0
19; 20; 21; 10; 0.1; 2; 0; 3; 0; 0.03; 0; 0; 9;35.0
20; 21; 17; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 6;32.0
21; 17; 18; 8; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 7;32.0
22; 18; 18; 9; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 9;32.0
23; 18; 18; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 9;32.0
24; 18; 18; 9; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 9;32.0
25; 18; 18; 9; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 9;32.0
26; 18; 19; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 8;32.0
27; 19; 19; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 9;32.0
28; 19; 19; 9; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 9;32.0
29; 19; 19; 9; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 9;32.0
30; 19; 19; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 9;32.0
31; 19; 20; 9; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 8;32.0
32; 20; 20; 10; 0.1; 1; 0; 4; 0; 0.03; 0; 0; 10;32.0
33; 20; 20; 10; 0.1; 5; 0; 0; 0; 0.03; 0; 0; 10;32.0
34; 20; 21; 10; 0.1; 3; 0; 2; 0; 0.03; 0; 0; 9;32.0
35; 21; 15; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 8;32.0
36; 15; 15; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 7;32.0
37; 15; 15; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 7;32.0
38; 15; 15; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 7;32.0
39; 15; 15; 7; 0.5; 0; 0; 3; 0; 0.03; 0; 0; 7;32.0
40; 15; 15; 7; 0.5; 0; 0; 3; 0; 0.03; 0; 0; 7;32.0
41; 15; 15; 7; 0.5; 0; 0; 3; 0; 0.03; 0; 0; 7;32.0
42; 15; 15; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 7;32.0
43; 15; 15; 7; 0.5; 0; 0; 3; 0; 0.03; 0; 0; 7;32.0
44; 15; 15; 7; 0.5; 0; 0; 3; 0; 0.03; 0; 0; 7;32.0
45; 15; 15; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 7;32.0
46; 15; 15; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 7;32.0
47; 15; 15; 7; 0.5; 0; 0; 3; 0; 0.03; 0; 0; 7;32.0
48; 15; 15; 7; 0.5; 0; 0; 3; 0; 0.03; 0; 0; 7;32.0
49; 15; 15; 7; 0.5; 0; 0; 3; 0; 0.03; 0; 0; 7;32.0
50; 15; 15; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 7;32.0
51; 15; 15; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 7;32.0
52; 15; 15; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 7;32.0
53; 15; 15; 7; 0.5; 0; 0; 3; 0; 0.03; 0; 0; 7;32.0
54; 15; 15; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 7;32.0
55; 15; 15; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 7;32.0
56; 15; 15; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 7;32.0
57; 15; 15; 7; 0.5; 0; 0; 3; 0; 0.03; 0; 0; 7;32.0
58; 15; 16; 7; 0.5; 2; 0; 1; 0; 0.03; 0; 0; 6;32.0
59; 16; 16; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 8;32.0
60; 16; 16; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 8;32.0
61; 16; 16; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 8;32.0
62; 16; 16; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 8;32.0
63; 16; 16; 8; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 8;32.0
64; 16; 16; 8; 0.5; 0; 0; 4; 0; 0.03; 0; 0; 8;32.0
65; 16; 16; 8; 0.5; 0; 0; 4; 0; 0.03; 0; 0; 8;32.0
66; 16; 16; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 8;32.0
67; 16; 16; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 8;32.0
68; 16; 16; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 8;32.0
69; 16; 16; 8; 0.5; 0; 0; 4; 0; 0.03; 0; 0; 8;32.0
70; 16; 16; 8; 0.5; 0; 0; 4; 0; 0.03; 0; 0; 8;32.0
71; 16; 16; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 8;32.0
72; 16; 16; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 8;32.0
73; 16; 17; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 7;31.0
74; 17; 17; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 8;31.0
75; 17; 17; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 8;31.0
76; 17; 17; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 8;31.0
77; 17; 17; 8; 0.5; 0; 0; 4; 0; 0.03; 0; 0; 8;31.0
78; 17; 17; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 8;31.0
79; 17; 17; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 8;31.0
80; 17; 17; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 8;31.0
81; 17; 17; 8; 0.5; 0; 0; 4; 0; 0.03; 0; 0; 8;31.0
82; 17; 17; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 8;31.0
83; 17; 17; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 8;31.0
84; 17; 17; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 8;31.0
85; 17; 17; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 8;31.0
