geracao; tamanhoAntesOP;tamanhoDepoisOP;quantidadeCruzados;taxaCruzamento;taxaMutacao;Nummutacao;NumElitismo;melhor;mediana
1;20;25;12;0.2;0.15;6;23;[1, 2, 9, 13, 31, 41, 47, 55, 57, 70]: 3856, trocas: 5;4977
2;25;21;5;0.2;0.15;5;18;[1, 2, 9, 21, 31, 41, 45, 57, 70]: 3716, trocas: 2;4868
3;21;17;4;0.2;0.15;4;16;[1, 2, 9, 21, 31, 41, 45, 57, 70]: 3716, trocas: 2;4768
4;17;22;10;0.6;0.15;5;20;[1, 2, 9, 11, 21, 22, 33, 49, 58, 62, 70]: 3672, trocas: 3;4749
5;22;19;4;0.2;0.15;4;13;[1, 2, 9, 11, 21, 22, 33, 49, 58, 62, 70]: 3672, trocas: 3;4749
6;19;24;11;0.6;0.15;5;19;[1, 2, 9, 21, 22, 33, 49, 58, 62, 70]: 3656, trocas: 3;4653
7;24;20;4;0.2;0.15;4;14;[1, 2, 9, 21, 22, 33, 49, 58, 62, 70]: 3656, trocas: 3;4458
8;20;24;12;0.2;0.15;6;24;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70]: 3640, trocas: 3;4458
9;24;18;4;0.2;0.15;4;14;[1, 2, 9, 13, 23, 25, 33, 49, 58, 62, 70]: 3640, trocas: 3;4613
10;18;22;10;0.6;0.15;5;19;[1, 2, 9, 21, 22, 33, 49, 58, 62, 70]: 3656, trocas: 3;4533
11;22;17;4;0.2;0.15;4;15;[1, 2, 9, 21, 22, 33, 49, 58, 62, 70]: 3656, trocas: 3;4525
12;17;21;10;0.6;0.15;5;19;[1, 2, 9, 21, 22, 33, 49, 58, 62, 70]: 3656, trocas: 3;4501
13;21;18;4;0.2;0.15;4;15;[1, 2, 9, 21, 22, 33, 49, 58, 62, 70]: 3656, trocas: 3;4501
14;18;25;10;0.6;0.15;5;18;[1, 2, 9, 21, 22, 33, 49, 58, 62, 70]: 3656, trocas: 3;4352
15;25;22;5;0.2;0.15;4;14;[1, 2, 9, 21, 22, 33, 49, 58, 62, 70]: 3656, trocas: 3;4411
16;22;20;4;0.2;0.15;4;12;[1, 2, 9, 21, 22, 33, 49, 58, 62, 70]: 3656, trocas: 3;4306
17;20;24;12;0.2;0.15;5;15;[1, 2, 9, 21, 22, 33, 49, 58, 62, 70]: 3656, trocas: 3;4577
18;24;22;4;0.2;0.15;4;12;[1, 2, 9, 21, 22, 33, 49, 58, 62, 70]: 3656, trocas: 3;4071
19;22;20;4;0.2;0.15;4;12;[1, 2, 9, 21, 22, 33, 49, 58, 62, 70]: 3656, trocas: 3;3672
20;20;21;12;0.2;0.15;5;20;[1, 2, 9, 21, 22, 33, 49, 58, 62, 70]: 3656, trocas: 3;4478
21;21;14;4;0.2;0.15;3;14;[1, 2, 9, 21, 22, 33, 49, 58, 62, 70]: 3656, trocas: 3;4576
22;14;18;8;0.6;0.15;4;14;[1, 2, 9, 21, 22, 33, 49, 58, 62, 70]: 3656, trocas: 3;4576
23;18;22;10;0.6;0.15;5;19;[1, 3, 13, 22, 25, 33, 49, 58, 62, 70]: 3628, trocas: 3;4518
24;22;14;4;0.2;0.15;3;15;[1, 2, 9, 21, 22, 33, 49, 58, 62, 70]: 3656, trocas: 3;4550
25;14;18;8;0.6;0.15;4;14;[1, 2, 9, 21, 22, 33, 49, 58, 62, 70]: 3656, trocas: 3;4550
26;18;22;10;0.6;0.15;5;17;[1, 2, 3, 23, 33, 49, 58, 62, 70]: 3590, trocas: 0;4476
27;22;18;4;0.2;0.15;3;11;[1, 3, 23, 33, 49, 58, 62, 70]: 3457, trocas: 0;4476
28;18;27;10;0.6;0.15;5;16;[1, 3, 23, 33, 49, 58, 62, 70]: 3457, trocas: 0;4438
29;27;22;5;0.2;0.15;5;17;[1, 3, 23, 33, 49, 58, 62, 70]: 3457, trocas: 0;4438
30;22;17;4;0.2;0.15;4;17;[1, 3, 23, 33, 49, 58, 62, 70]: 3457, trocas: 0;4299
31;17;22;10;0.6;0.15;5;20;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;4411
32;22;17;4;0.2;0.15;4;15;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;4297
33;17;23;10;0.6;0.15;5;17;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;4371
34;23;20;4;0.2;0.15;4;15;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;4371
35;20;28;12;0.2;0.15;6;18;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;4411
36;28;25;5;0.2;0.15;5;15;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;4342
37;25;21;5;0.2;0.15;4;15;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;4278
38;21;19;4;0.2;0.15;4;14;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;4052
39;19;27;11;0.6;0.15;5;16;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;4043
40;27;27;5;0.2;0.15;5;14;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;3573
41;27;24;5;0.2;0.15;5;17;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;4043
42;24;23;4;0.2;0.15;4;13;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;3921
43;23;21;4;0.2;0.15;4;10;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;3457
44;21;17;4;0.2;0.15;3;11;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;3457
45;17;25;10;0.6;0.15;4;12;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;3661
46;25;22;5;0.2;0.15;5;17;[1, 3, 23, 33, 49, 58, 62, 70]: 3457, trocas: 0;4058
47;22;20;4;0.2;0.15;3;9;[1, 3, 23, 33, 49, 58, 62, 70]: 3457, trocas: 0;3661
48;20;30;12;0.2;0.15;5;13;[1, 3, 23, 33, 49, 58, 62, 70]: 3457, trocas: 0;3661
49;30;34;6;0.2;0.15;6;14;[1, 3, 23, 33, 49, 58, 62, 70]: 3457, trocas: 0;3674
50;34;32;6;0.2;0.15;6;18;[1, 3, 23, 33, 49, 58, 62, 70]: 3457, trocas: 0;3674
51;32;32;6;0.2;0.15;6;18;[1, 3, 23, 33, 49, 58, 62, 70]: 3457, trocas: 0;3745
52;32;33;6;0.2;0.15;6;17;[1, 3, 23, 33, 49, 58, 62, 70]: 3457, trocas: 0;3457
53;33;33;6;0.2;0.15;6;16;[1, 3, 23, 33, 49, 58, 62, 70]: 3457, trocas: 0;3457
