geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 20; 30; 10; 0.1; 4; 0; 1; 0; 0.03; 0; 0; 0;46.0
2; 30; 33; 3; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 0;46.0
3; 33; 37; 3; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 0;46.0
4; 37; 41; 3; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 0;46.0
5; 41; 46; 4; 0.1; 2; 0; 0; 0; 0.03; 1; 1; 0;46.0
6; 46; 51; 4; 0.1; 2; 0; 0; 0; 0.03; 1; 1; 0;46.0
7; 51; 57; 5; 0.1; 2; 0; 0; 0; 0.03; 1; 1; 0;46.0
8; 57; 63; 5; 0.1; 2; 0; 0; 0; 0.03; 1; 1; 0;48.0
9; 63; 71; 6; 0.1; 2; 0; 1; 0; 0.03; 2; 2; 0;49.0
10; 71; 80; 7; 0.1; 3; 0; 0; 0; 0.03; 2; 2; 0;49.0

