geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 20; 24; 10; 0.1; 3; 0; 2; 0; 0.03; 0; 0; 6;44.0
2; 24; 22; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 4;43.0
3; 22; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 4;43.0
4; 20; 24; 10; 0.1; 3; 0; 2; 0; 0.03; 0; 0; 6;41.0
5; 24; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 5;40.0
6; 21; 19; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 4;38.0
7; 19; 23; 9; 0.5; 4; 0; 0; 0; 0.03; 0; 0; 5;40.0
8; 23; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 4;38.0
9; 21; 19; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 4;38.0
10; 19; 23; 9; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 5;38.0
11; 23; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 4;38.0
12; 21; 19; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 4;38.0
13; 19; 23; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 5;38.0
14; 23; 20; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 5;36.0
15; 20; 24; 10; 0.1; 2; 0; 3; 0; 0.03; 0; 0; 6;38.0
16; 24; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 5;35.0
17; 21; 20; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 3;35.0
18; 20; 24; 10; 0.1; 3; 0; 2; 0; 0.03; 0; 0; 6;35.0
19; 24; 22; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 4;35.0
20; 22; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 3;35.0
21; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;35.0
22; 21; 19; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 4;34.0
23; 19; 23; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 5;35.0
24; 23; 22; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 3;35.0
25; 22; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 3;34.0
26; 21; 19; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 4;34.0
27; 19; 23; 9; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 5;35.0
28; 23; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 4;34.0
29; 21; 19; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 4;34.0
30; 19; 23; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 5;34.0
31; 23; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 5;33.0
32; 20; 24; 10; 0.1; 4; 0; 1; 0; 0.03; 0; 0; 6;34.0
33; 24; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 5;33.0
34; 21; 19; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 4;33.0
35; 19; 23; 9; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 5;34.0
36; 23; 20; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 5;33.0
37; 20; 24; 10; 0.1; 2; 0; 3; 0; 0.03; 0; 0; 6;34.0
38; 24; 22; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 4;34.0
39; 22; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 3;33.0
40; 21; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 3;33.0
41; 20; 24; 10; 0.1; 3; 0; 2; 0; 0.03; 0; 0; 6;34.0
42; 24; 22; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 4;33.0
43; 22; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 4;33.0
44; 20; 24; 10; 0.1; 3; 0; 2; 0; 0.03; 0; 0; 6;33.0
45; 24; 22; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 4;33.0
46; 22; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 4;33.0
47; 20; 24; 10; 0.1; 3; 0; 2; 0; 0.03; 0; 0; 6;33.0
48; 24; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 5;33.0
49; 21; 19; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 4;32.0
50; 19; 23; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 5;33.0

