geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 40; 28; 4; 0.1; 1; 0; 1; 0; 0.03; 2; 2; 18;42;
2; 28; 18; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 13;39;
3; 18; 18; 10; 0.5; 3; 0; 2; 0; 0.03; 1; 1; 11;36;
4; 18; 22; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 7;37;
5; 22; 19; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 6;36;
6; 19; 22; 10; 0.1; 5; 0; 0; 0; 0.03; 1; 1; 8;36;
7; 22; 13; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 12;34;
8; 13; 15; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 5;34;
9; 15; 18; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 6;34;
10; 18; 21; 10; 0.1; 4; 0; 1; 0; 0.03; 1; 1; 8;35;

