geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 40; 26; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 19;41;
2; 26; 17; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 12;38;
3; 17; 18; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 8;36;
4; 18; 17; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 10;35;
5; 17; 20; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 6;35;
6; 20; 23; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 8;35;
7; 23; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 5;34;
8; 21; 22; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 2;34;
9; 22; 13; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 12;32;
10; 13; 13; 6; 0.5; 0; 0; 3; 0; 0.03; 1; 1; 7;32;
11; 13; 14; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 6;32;
12; 14; 15; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 6;33;
13; 15; 14; 6; 0.5; 0; 0; 3; 0; 0.03; 1; 1; 8;32;
14; 14; 15; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 6;33;
15; 15; 15; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 7;32;
16; 15; 17; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 5;33;
17; 17; 18; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 8;33;
18; 18; 19; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 8;33;
19; 19; 19; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 9;33;
20; 19; 21; 8; 0.1; 3; 0; 1; 0; 0.03; 1; 1; 7;34;

