geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 40; 26; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 19;39;
2; 26; 12; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 17;32;
3; 12; 13; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 6;33;
4; 13; 14; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 6;33;
5; 14; 16; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 5;34;
6; 16; 15; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 10;33;
7; 15; 16; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 6;33;
8; 16; 18; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 7;34;
9; 18; 17; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 10;34;
10; 17; 16; 8; 0.5; 4; 0; 0; 0; 0.03; 1; 1; 10;33;

