geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 40; 26; 4; 0.1; 2; 0; 0; 0; 0.03; 1; 1; 19;40;
2; 26; 16; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 13;36;
3; 16; 19; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 6;37;
4; 19; 18; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 10;36;
5; 18; 20; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 7;37;
6; 20; 21; 10; 0.1; 1; 0; 4; 0; 0.03; 1; 1; 10;36;
7; 21; 13; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 11;33;
8; 13; 14; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 6;33;
9; 14; 10; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 11;32;

