geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 40; 30; 4; 0.1; 0; 0; 2; 0; 0.03; 1; 1; 15;41;
2; 30; 17; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 16;37;
3; 17; 21; 8; 0.1; 3; 0; 1; 0; 0.03; 1; 1; 5;37;
4; 21; 12; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 12;33;
5; 12; 13; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 6;33;
6; 13; 16; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 4;33;
7; 16; 18; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 7;33;
8; 18; 18; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 9;33;
9; 18; 19; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 8;34;
10; 19; 17; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 11;32;
11; 17; 20; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 6;33;
12; 20; 21; 10; 0.1; 0; 0; 5; 0; 0.03; 1; 1; 10;33;
13; 21; 13; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 11;31;
14; 13; 15; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 5;31;
15; 15; 16; 6; 0.5; 0; 0; 3; 0; 0.03; 1; 1; 6;31;
16; 16; 18; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 7;32;
17; 18; 18; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 9;32;
18; 18; 21; 8; 0.1; 3; 0; 1; 0; 0.03; 1; 1; 6;32;
19; 21; 17; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 7;31;
20; 17; 19; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 7;32;

