geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 40; 31; 8; 0.2; 0.3; 15; 32; [1, 2, 3, 9, 13, 22, 25, 33, 49, 55, 57, 70] - 3928; 5163;
2; 31; 24; 6; 0.2; 0.3; 12; 25; [1, 4, 10, 11, 21, 23, 33, 49, 58, 62, 70] - 3709; 4988;
3; 24; 18; 4; 0.2; 0.3; 9; 19; [1, 2, 9, 13, 22, 33, 41, 47, 55, 57, 70] - 3857; 4988;
4; 18; 18; 10; 0.6; 0.3; 9; 19; [1, 2, 9, 13, 31, 33, 49, 55, 58, 62, 70] - 3815; 5242;
5; 18; 18; 10; 0.6; 0.3; 9; 19; [1, 2, 4, 11, 21, 31, 33, 47, 55, 58, 62, 70] - 4050; 5112;
6; 18; 18; 10; 0.6; 0.3; 9; 19; [1, 3, 9, 21, 31, 40, 44, 55, 58, 62, 70] - 4185; 4946;
7; 18; 18; 10; 0.6; 0.3; 9; 19; [1, 2, 3, 5, 12, 22, 25, 33, 41, 47, 55, 57, 70] - 4013; 4759;
8; 18; 18; 10; 0.6; 0.3; 9; 19; [1, 3, 23, 33, 47, 49, 58, 62, 70] - 3717; 4611;
9; 18; 18; 10; 0.6; 0.3; 9; 19; [1, 4, 10, 11, 21, 22, 25, 33, 47, 55, 57, 70] - 3830; 4759;
10; 18; 18; 10; 0.6; 0.3; 9; 19; [1, 2, 4, 11, 21, 31, 33, 47, 49, 58, 62, 70] - 4196; 5026;

