geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 40; 28; 8; 0.2; 0.15; 8; 28; [1, 3, 13, 31, 40, 41, 45, 57, 70] - 3811; 5140;
2; 28; 20; 6; 0.2; 0.15; 6; 20; [1, 3, 13, 31, 40, 41, 45, 57, 70] - 3811; 4998;
3; 20; 18; 12; 0.2; 0.15; 5; 19; [1, 2, 3, 12, 14, 22, 23, 33, 49, 58, 62, 70] - 3813; 4973;
4; 18; 16; 10; 0.6; 0.15; 5; 17; [1, 4, 11, 21, 23, 33, 47, 55, 58, 62, 70] - 3901; 4931;
5; 16; 15; 10; 0.6; 0.15; 4; 15; [1, 4, 11, 21, 23, 33, 47, 55, 58, 62, 70] - 3901; 4951;
6; 15; 14; 10; 0.6; 0.15; 4; 15; [1, 3, 13, 31, 33, 41, 47, 55, 58, 62, 70] - 4125; 4951;
7; 14; 13; 8; 0.6; 0.15; 4; 13; [1, 3, 13, 31, 33, 41, 47, 55, 58, 62, 70] - 4125; 5234;
8; 13; 12; 8; 0.6; 0.15; 4; 13; [1, 3, 5, 6, 22, 33, 46, 49, 55, 58, 62, 70] - 4222; 5234;
9; 12; 11; 8; 0.6; 0.15; 3; 12; [1, 3, 5, 6, 22, 33, 46, 49, 55, 58, 62, 70] - 4222; 5102;
10; 11; 10; 6; 0.6; 0.15; 3; 10; [1, 3, 5, 6, 22, 33, 46, 49, 55, 58, 62, 70] - 4222; 5102;

