geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; N??oCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 30; 24; 6; 0.2; 3; 0; 0; 0; 0.3; 9; 9; 8;1814
2; 24; 23; 4; 0.2; 1; 0; 1; 0; 0.3; 8; 8; 8;1718
3; 23; 23; 4; 0.2; 1; 1; 0; 0; 0.3; 8; 8; 8;1718
4; 23; 23; 4; 0.2; 1; 0; 1; 0; 0.3; 8; 8; 7;1711
5; 23; 23; 4; 0.2; 0; 1; 1; 0; 0.3; 9; 9; 7;1711
6; 23; 25; 4; 0.2; 1; 0; 1; 0; 0.3; 9; 9; 8;1711
7; 25; 23; 6; 0.2; 2; 1; 0; 0; 0.3; 9; 9; 8;1660
8; 23; 21; 4; 0.2; 1; 1; 0; 0; 0.3; 8; 8; 7;1612
9; 21; 23; 4; 0.2; 0; 0; 2; 0; 0.3; 8; 8; 7;1660
10; 23; 23; 4; 0.2; 0; 1; 1; 0; 0.3; 8; 8; 8;1660

