geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 40; 30; 8; 0.2; 0.15; 8; 26; [1, 3, 23, 31, 33, 49, 58, 62, 70] - 3738; 4986;
2; 30; 23; 6; 0.2; 0.15; 6; 19; [1, 3, 23, 31, 33, 49, 58, 62, 70] - 3738; 4511;
3; 23; 17; 4; 0.2; 0.15; 5; 15; [1, 3, 23, 31, 33, 49, 58, 62, 70] - 3738; 4120;
4; 17; 16; 10; 0.6; 0.15; 5; 16; [1, 3, 23, 31, 33, 49, 58, 62, 70] - 3738; 4120;
5; 16; 15; 10; 0.6; 0.15; 4; 15; [1, 3, 23, 31, 33, 49, 58, 62, 70] - 3738; 4120;
6; 15; 14; 10; 0.6; 0.15; 4; 15; [1, 3, 23, 31, 33, 49, 58, 62, 70] - 3738; 4076;
7; 14; 13; 8; 0.6; 0.15; 4; 13; [1, 3, 23, 31, 33, 49, 58, 62, 70] - 3738; 4076;
8; 13; 12; 8; 0.6; 0.15; 4; 13; [1, 3, 23, 31, 33, 49, 58, 62, 70] - 3738; 4076;
9; 12; 11; 8; 0.6; 0.15; 3; 12; [1, 3, 23, 31, 33, 49, 58, 62, 70] - 3738; 3738;
10; 11; 10; 6; 0.6; 0.15; 3; 10; [1, 3, 23, 31, 33, 49, 58, 62, 70] - 3738; 3738;

