geracao; tamanhoAntesOP;tamanhoDepoisOP;quantidadeCruzados;taxaCruzamento;taxaMutacao;Nummutacao;NumElitismo;melhor;mediana
1;40;28;8;0.2;0.15;8;28;[1, 4, 11, 21, 22, 33, 49, 55, 58, 62, 70] - 4141;5343
2;28;20;6;0.2;0.15;6;20;[1, 2, 4, 11, 21, 31, 40, 44, 45, 56, 63, 70] - 4194;5343
3;20;18;12;0.2;0.15;5;19;[1, 4, 10, 20, 32, 39, 50, 53, 61, 63, 70] - 4393;5424
4;18;16;10;0.6;0.15;5;17;[1, 3, 12, 22, 23, 25, 26, 34, 35, 36, 48, 58, 62, 70] - 4502;5343
5;16;15;10;0.6;0.15;4;15;[1, 3, 9, 21, 22, 23, 31, 33, 34, 35, 36, 49, 58, 62, 70] - 5099;5099
6;15;14;10;0.6;0.15;4;15;[1, 3, 9, 21, 22, 23, 31, 33, 34, 35, 36, 49, 58, 62, 70] - 5099;5099
7;14;13;8;0.6;0.15;4;13;[1, 3, 9, 21, 22, 23, 31, 33, 34, 35, 36, 49, 58, 62, 70] - 5099;5099
8;13;12;8;0.6;0.15;4;13;[1, 3, 9, 21, 22, 23, 31, 33, 34, 35, 36, 49, 58, 62, 70] - 5099;5099
9;12;11;8;0.6;0.15;3;12;[1, 3, 9, 21, 22, 23, 31, 33, 34, 35, 36, 49, 58, 62, 70] - 5099;5099
10;11;10;6;0.6;0.15;3;10;[1, 3, 9, 21, 22, 23, 31, 33, 34, 35, 36, 49, 58, 62, 70] - 5099;5099

