geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; NumElitismo; melhor; mediana
1; 27; 23; 6; 0.2; ; 0.3; 9; 19; [1, 4, 10, 20] - 1086; 1814
2; 23; 23; 4; 0.2; ; 0.3; 9; 13; [1, 4, 10, 20] - 1086; 1711
3; 23; 21; 4; 0.2; ; 0.3; 8; 14; [1, 4, 10, 20] - 1086; 1689
4; 21; 19; 4; 0.2; ; 0.3; 8; 14; [1, 4, 10, 20] - 1086; 1587
5; 19; 23; 12; 0.6; ; 0.3; 8; 16; [1, 4, 10, 20] - 1086; 1689
6; 23; 22; 4; 0.2; ; 0.3; 8; 13; [1, 4, 10, 20] - 1086; 1689
7; 22; 23; 4; 0.2; ; 0.3; 8; 11; [1, 4, 10, 20] - 1086; 1689
8; 23; 24; 4; 0.2; ; 0.3; 9; 12; [1, 4, 10, 20] - 1086; 1711
9; 24; 24; 4; 0.2; ; 0.3; 8; 12; [1, 4, 10, 20] - 1086; 1711
10; 24; 24; 4; 0.2; ; 0.3; 9; 13; [1, 4, 10, 20] - 1086; 1689

