geracao, tamanhoAntesOP, tamanhoDepoisOP, quantidadeCruzados, taxaCruzamento, taxaMutacao, NumElitismo, melhor, mediana;
1, 30, 26, 6, 0.2, 0.3, 10, 20, [1, 4, 10, 20] - 1086, 1814;
2, 26, 23, 6, 0.2, 0.3, 9, 18, [1, 4, 10, 20] - 1086, 1711;
3, 23, 23, 4, 0.2, 0.3, 8, 12, [1, 4, 10, 20] - 1086, 1711;
4, 23, 23, 4, 0.2, 0.3, 8, 12, [1, 4, 10, 20] - 1086, 1711;
5, 23, 22, 4, 0.2, 0.3, 9, 14, [1, 4, 10, 20] - 1086, 1711;
6, 22, 23, 4, 0.2, 0.3, 8, 11, [1, 4, 10, 20] - 1086, 1711;
7, 23, 22, 4, 0.2, 0.3, 8, 13, [1, 4, 10, 20] - 1086, 1711;
8, 22, 21, 4, 0.2, 0.3, 8, 13, [1, 4, 10, 20] - 1086, 1660;
9, 21, 22, 4, 0.2, 0.3, 8, 11, [1, 4, 10, 20] - 1086, 1660;
10, 22, 21, 4, 0.2, 0.3, 8, 13, [1, 4, 10, 20] - 1086, 1587;
11, 21, 21, 4, 0.2, 0.3, 8, 12, [1, 4, 10, 20] - 1086, 1587;
12, 21, 22, 4, 0.2, 0.3, 8, 11, [1, 4, 10, 20] - 1086, 1660;
13, 22, 21, 4, 0.2, 0.3, 8, 13, [1, 4, 10, 20] - 1086, 1587;
14, 21, 22, 4, 0.2, 0.3, 8, 11, [1, 4, 10, 20] - 1086, 1619;
15, 22, 22, 4, 0.2, 0.3, 8, 12, [1, 4, 10, 20] - 1086, 1619;
16, 22, 22, 4, 0.2, 0.3, 8, 12, [1, 4, 10, 20] - 1086, 1619;
17, 22, 22, 4, 0.2, 0.3, 8, 12, [1, 4, 10, 20] - 1086, 1619;
18, 22, 22, 4, 0.2, 0.3, 8, 12, [1, 4, 10, 20] - 1086, 1619;
19, 22, 23, 4, 0.2, 0.3, 8, 11, [1, 4, 10, 20] - 1086, 1619;
20, 23, 20, 4, 0.2, 0.3, 8, 15, [1, 4, 10, 20] - 1086, 1587;
21, 20, 23, 12, 0.2, 0.3, 9, 18, [1, 4, 10, 20] - 1086, 1587;
22, 23, 22, 4, 0.2, 0.3, 8, 13, [1, 4, 10, 20] - 1086, 1587;
23, 22, 22, 4, 0.2, 0.3, 8, 12, [1, 4, 10, 20] - 1086, 1587;
24, 22, 22, 4, 0.2, 0.3, 8, 12, [1, 4, 10, 20] - 1086, 1587;
25, 22, 23, 4, 0.2, 0.3, 8, 11, [1, 4, 10, 20] - 1086, 1587;
26, 23, 21, 4, 0.2, 0.3, 8, 14, [1, 4, 10, 20] - 1086, 1556;
27, 21, 21, 4, 0.2, 0.3, 8, 12, [1, 4, 10, 20] - 1086, 1556;
28, 21, 20, 4, 0.2, 0.3, 7, 12, [1, 4, 10, 20] - 1086, 1556;
29, 20, 25, 12, 0.2, 0.3, 9, 16, [1, 4, 10, 20] - 1086, 1612;
30, 25, 26, 6, 0.2, 0.3, 9, 14, [1, 4, 10, 20] - 1086, 1619;

