geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 40; 28; 8; 0.2; 0.15; 8; 28; [1, 3, 5, 12, 22, 33, 47, 55, 58, 62, 70] - 3651; 4995;
2; 28; 20; 6; 0.2; 0.15; 6; 20; [1, 3, 23, 33, 49, 55, 58, 62, 70] - 3683; 5121;
3; 20; 18; 12; 0.2; 0.15; 5; 19; [1, 4, 10, 11, 21, 31, 33, 49, 55, 58, 62, 70] - 4007; 4869;
4; 18; 16; 10; 0.6; 0.15; 5; 17; [1, 3, 9, 13, 40, 44, 56, 61, 63, 70] - 4025; 5068;
5; 16; 15; 10; 0.6; 0.15; 4; 15; [1, 3, 9, 13, 40, 44, 56, 61, 63, 70] - 4025; 4875;
6; 15; 14; 10; 0.6; 0.15; 4; 15; [1, 3, 9, 13, 40, 44, 56, 61, 63, 70] - 4025; 5068;
7; 14; 13; 8; 0.6; 0.15; 4; 13; [1, 3, 13, 31, 40, 44, 56, 63, 70] - 3737; 5022;
8; 13; 12; 8; 0.6; 0.15; 4; 13; [1, 2, 3, 12, 22, 33, 49, 55, 57, 70] - 3728; 5022;
9; 12; 11; 8; 0.6; 0.15; 3; 12; [1, 4, 11, 21, 23, 33, 49, 55, 57, 70] - 3871; 4996;
10; 11; 10; 6; 0.6; 0.15; 3; 10; [1, 3, 5, 12, 13, 21, 31, 33, 47, 55, 57, 70] - 3781; 5338;

