geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; N??oCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 29; 24; 6; 0.2; 2; 1; 0; 0; 0.3; 10; 10; 21;1718
2; 24; 23; 4; 0.2; 1; 0; 1; 0; 0.3; 9; 9; 14;1660
3; 23; 22; 4; 0.2; 1; 1; 0; 0; 0.3; 9; 9; 14;1660
4; 22; 24; 4; 0.2; 0; 0; 2; 0; 0.3; 8; 8; 10;1711
5; 24; 25; 4; 0.2; 1; 1; 0; 0; 0.3; 9; 9; 12;1711
6; 25; 23; 6; 0.2; 1; 1; 1; 0; 0.3; 9; 9; 17;1660
7; 23; 23; 4; 0.2; 1; 1; 0; 0; 0.3; 9; 9; 13;1660
8; 23; 22; 4; 0.2; 1; 0; 1; 0; 0.3; 9; 9; 14;1660
9; 22; 22; 4; 0.2; 1; 1; 0; 0; 0.3; 8; 8; 12;1660
10; 22; 23; 4; 0.2; 0; 1; 1; 0; 0.3; 8; 8; 11;1660
11; 23; 22; 4; 0.2; 1; 0; 1; 0; 0.3; 9; 9; 14;1660
12; 22; 23; 4; 0.2; 1; 0; 1; 0; 0.3; 8; 8; 11;1660
13; 23; 21; 4; 0.2; 1; 1; 0; 0; 0.3; 8; 8; 14;1587
14; 21; 21; 4; 0.2; 2; 0; 0; 0; 0.3; 7; 7; 11;1587
15; 21; 20; 4; 0.2; 0; 0; 2; 0; 0.3; 8; 8; 13;1587
16; 20; 23; 12; 0.2; 3; 1; 2; 0; 0.3; 9; 9; 18;1660
17; 23; 23; 4; 0.2; 0; 0; 2; 0; 0.3; 8; 8; 12;1612
18; 23; 25; 4; 0.2; 0; 0; 2; 0; 0.3; 9; 9; 11;1660
19; 25; 25; 6; 0.2; 1; 2; 0; 0; 0.3; 9; 9; 15;1660
20; 25; 25; 6; 0.2; 1; 2; 0; 0; 0.3; 10; 10; 16;1612

