geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 20; 20; 10; 0.5; 3; 0; 2; 0; 0.03; 1; 1; 11;40;
2; 20; 13; 10; 0.5; 3; 0; 2; 0; 0.03; 1; 1; 18;34;
3; 13; 16; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 4;35;
4; 16; 18; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 7;34;
5; 18; 19; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 8;34;
6; 19; 20; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 8;33;
7; 20; 22; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 9;34;
8; 22; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 4;34;
9; 21; 17; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 7;33;
10; 17; 18; 8; 0.5; 0; 0; 4; 0; 0.03; 1; 1; 8;33;
11; 18; 17; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 10;33;
12; 17; 17; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 9;33;
13; 17; 19; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 7;33;
14; 19; 20; 8; 0.5; 0; 0; 4; 0; 0.03; 1; 1; 8;33;
15; 20; 21; 10; 0.1; 4; 0; 1; 0; 0.03; 1; 1; 10;34;
16; 21; 18; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 6;33;
17; 18; 19; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 8;33;
18; 19; 20; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 8;33;
19; 20; 22; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 9;33;
20; 22; 17; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 8;32;
21; 17; 17; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 9;32;
22; 17; 17; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 9;32;
23; 17; 19; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 7;33;
24; 19; 19; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 9;33;
25; 19; 22; 8; 0.1; 3; 0; 1; 0; 0.03; 1; 1; 6;33;
26; 22; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 4;32;
27; 21; 14; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 10;31;
28; 14; 14; 6; 0.5; 0; 0; 3; 0; 0.03; 1; 1; 7;31;
29; 14; 14; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 7;31;
30; 14; 17; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 4;32;

