geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 80; 54; 8; 0.1; 4; 0; 0; 0; 0.03; 2; 2; 36;39;
2; 54; 36; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 23;36;
3; 36; 23; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 16;34;
4; 23; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 5;34;
5; 21; 11; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 13;32;
6; 11; 12; 4; 0.5; 1; 0; 1; 0; 0.03; 1; 1; 4;32;
7; 12; 15; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 4;33;
8; 15; 15; 6; 0.5; 0; 0; 3; 0; 0.03; 1; 1; 7;32;
9; 15; 17; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 5;33;
10; 17; 18; 8; 0.5; 0; 0; 4; 0; 0.03; 1; 1; 8;33;

