geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 80; 54; 8; 0.1; 3; 0; 1; 0; 0.03; 2; 2; 36;39;
2; 54; 25; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 34;34;
3; 25; 16; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 12;32;
4; 16; 17; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 8;32;
5; 17; 18; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 8;32;
6; 18; 19; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 8;33;
7; 19; 19; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 9;33;
8; 19; 20; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 8;33;
9; 20; 20; 10; 0.5; 2; 0; 3; 0; 0.03; 1; 1; 11;33;
10; 20; 22; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 9;33;

