geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; media;
25; 104; 104; 20; 0.2; 0.3; 38; 58; [1, 3, 5, 6, 7, 15, 16, 18, 19] - 1486; -2;
26; 104; 104; 20; 0.2; 0.3; 38; 58; [1, 3, 5, 6, 7, 15, 16, 18, 19] - 1486; -2;
27; 104; 104; 20; 0.2; 0.3; 38; 58; [1, 3, 5, 6, 7, 15, 16, 18, 19] - 1486; -2;
28; 104; 104; 20; 0.2; 0.3; 38; 58; [1, 3, 5, 6, 7, 18, 19] - 1479; -2;
29; 104; 104; 20; 0.2; 0.3; 38; 58; [1, 3, 5, 6, 7, 18, 19] - 1479; -2;
30; 104; 104; 20; 0.2; 0.3; 38; 58; [1, 3, 5, 6, 7, 18, 19] - 1479; -2;
31; 104; 104; 20; 0.2; 0.3; 38; 58; [1, 3, 5, 6, 7, 18, 19] - 1479; -2;
32; 104; 104; 20; 0.2; 0.3; 38; 58; [1, 3, 5, 6, 7, 18, 19] - 1479; -2;
33; 104; 105; 20; 0.2; 0.3; 38; 57; [1, 2, 3, 9, 11, 20] - 1453; 2147483646;
34; 105; 106; 22; 0.2; 0.3; 39; 60; [1, 3, 5, 6, 7, 18, 19] - 1479; -2;
35; 106; 107; 22; 0.2; 0.3; 39; 60; [1, 3, 5, 6, 7, 18, 19] - 1479; 2147483646;
36; 107; 107; 22; 0.2; 0.3; 39; 61; [1, 3, 5, 6, 7, 15, 16, 18, 19] - 1486; 2147483646;
37; 107; 107; 22; 0.2; 0.3; 39; 61; [1, 3, 5, 6, 7, 15, 16, 18, 19] - 1486; 2147483646;
38; 107; 107; 22; 0.2; 0.3; 39; 61; [1, 3, 5, 6, 7, 18, 19] - 1479; 2147483646;
39; 107; 107; 22; 0.2; 0.3; 39; 61; [1, 3, 5, 6, 7, 18, 19] - 1479; 2147483646;
40; 107; 108; 22; 0.2; 0.3; 39; 60; [1, 2, 3, 9, 11, 20] - 1453; -2;
41; 108; 109; 22; 0.2; 0.3; 39; 60; [1, 2, 3, 9, 11, 20] - 1453; 2147483646;
42; 109; 110; 22; 0.2; 0.3; 40; 61; [1, 2, 3, 9, 11, 20] - 1453; -2;
43; 110; 109; 22; 0.2; 0.3; 40; 63; [1, 3, 5, 6, 7, 18, 19] - 1479; 2147483646;
44; 109; 110; 22; 0.2; 0.3; 40; 61; [1, 2, 4, 10, 20] - 1163; -2;
45; 110; 110; 22; 0.2; 0.3; 40; 62; [1, 2, 3, 9, 11, 20] - 1453; -2;
46; 110; 110; 22; 0.2; 0.3; 40; 62; [1, 3, 5, 6, 7, 18, 19] - 1479; -2;
47; 110; 109; 22; 0.2; 0.3; 40; 63; [1, 3, 5, 6, 7, 15, 16, 18, 19] - 1486; 2147483646;
48; 109; 109; 22; 0.2; 0.3; 40; 62; [1, 3, 5, 6, 7, 15, 16, 18, 19] - 1486; 2147483646;
49; 109; 110; 22; 0.2; 0.3; 40; 61; [1, 3, 5, 6, 7, 18, 19] - 1479; -2;
50; 110; 110; 22; 0.2; 0.3; 40; 62; [1, 3, 5, 6, 7, 18, 19] - 1479; -2;
51; 110; 110; 22; 0.2; 0.3; 40; 62; [1, 3, 5, 6, 7, 18, 19] - 1479; -2;
52; 110; 110; 22; 0.2; 0.3; 40; 62; [1, 3, 5, 6, 7, 18, 19] - 1479; -2;
53; 110; 110; 22; 0.2; 0.3; 40; 62; [1, 2, 4, 11, 20] - 1485; -2;
54; 110; 109; 22; 0.2; 0.3; 40; 63; [1, 3, 5, 6, 7, 15, 16, 18, 19] - 1486; 2147483646;
55; 109; 109; 22; 0.2; 0.3; 40; 62; [1, 3, 5, 6, 7, 15, 16, 18, 19] - 1486; 2147483646;
56; 109; 109; 22; 0.2; 0.3; 40; 62; [1, 3, 5, 6, 7, 15, 16, 18, 19] - 1486; 2147483646;
57; 109; 110; 22; 0.2; 0.3; 40; 61; [1, 2, 3, 9, 11, 20] - 1453; -2;
58; 110; 110; 22; 0.2; 0.3; 40; 62; [1, 3, 5, 6, 7, 18, 19] - 1479; -2;
59; 110; 110; 22; 0.2; 0.3; 40; 62; [1, 3, 5, 6, 7, 18, 19] - 1479; -2;
60; 110; 110; 22; 0.2; 0.3; 40; 62; [1, 3, 5, 6, 7, 18, 19] - 1479; -2;
61; 110; 110; 22; 0.2; 0.3; 40; 62; [1, 2, 4, 11, 20] - 1485; -2;
62; 110; 110; 22; 0.2; 0.3; 40; 62; [1, 2, 4, 11, 20] - 1485; -2;
63; 110; 110; 22; 0.2; 0.3; 40; 62; [1, 2, 4, 11, 20] - 1485; -2;
64; 110; 109; 22; 0.2; 0.3; 40; 63; [1, 3, 5, 6, 7, 15, 16, 18, 19] - 1486; 2147483646;
65; 109; 109; 22; 0.2; 0.3; 40; 62; [1, 3, 5, 6, 7, 15, 16, 18, 19] - 1486; 2147483646;
66; 109; 109; 22; 0.2; 0.3; 40; 62; [1, 3, 5, 6, 7, 15, 16, 18, 19] - 1486; 2147483646;
67; 109; 109; 22; 0.2; 0.3; 40; 62; [1, 3, 5, 6, 7, 15, 16, 18, 19] - 1486; 2147483646;
68; 109; 109; 22; 0.2; 0.3; 40; 62; [1, 3, 5, 6, 7, 15, 16, 18, 19] - 1486; 2147483646;
69; 109; 109; 22; 0.2; 0.3; 40; 62; [1, 3, 5, 6, 7, 15, 16, 18, 19] - 1486; 2147483646;
70; 109; 109; 22; 0.2; 0.3; 40; 62; [1, 3, 5, 6, 7, 15, 16, 18, 19] - 1486; 2147483646;

