geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 60; 41; 12; 0.2; 0.15; 11; 42; [1, 3, 23, 25, 26, 33, 49, 58, 62, 70] - 3878; 4784;
2; 41; 28; 8; 0.2; 0.15; 8; 29; [1, 3, 9, 21, 31, 40, 41, 45, 57, 70] - 3905; 4784;
3; 28; 20; 6; 0.2; 0.15; 6; 20; [1, 2, 4, 11, 21, 22, 23, 33, 49, 58, 62, 70] - 4001; 4805;
4; 20; 18; 12; 0.2; 0.15; 5; 19; [1, 2, 4, 11, 21, 22, 23, 33, 49, 58, 62, 70] - 4001; 4675;
5; 18; 16; 10; 0.6; 0.15; 5; 17; [1, 3, 23, 31, 33, 34, 46, 49, 58, 62, 70] - 4244; 4641;
6; 16; 15; 10; 0.6; 0.15; 4; 15; [1, 3, 23, 31, 33, 34, 46, 49, 58, 62, 70] - 4244; 4496;
7; 15; 14; 10; 0.6; 0.15; 4; 15; [1, 3, 23, 31, 33, 34, 46, 49, 58, 62, 70] - 4244; 4277;
8; 14; 13; 8; 0.6; 0.15; 4; 13; [1, 3, 23, 31, 33, 34, 46, 49, 58, 62, 70] - 4244; 4277;
9; 13; 12; 8; 0.6; 0.15; 4; 13; [1, 3, 23, 31, 33, 34, 46, 49, 58, 62, 70] - 4244; 4277;
10; 12; 11; 8; 0.6; 0.15; 3; 12; [1, 3, 23, 31, 33, 34, 46, 49, 58, 62, 70] - 4244; 4244;
11; 11; 10; 6; 0.6; 0.15; 3; 10; [1, 3, 23, 31, 33, 34, 46, 49, 58, 62, 70] - 4244; 4244;

