geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; media;
1; 60; 47; 12; 0.2; 0.3; 22; 47; [1, 3, 23, 33, 49, 55, 58, 62, 70] - 3683; 5042;
2; 47; 37; 10; 0.2; 0.3; 18; 38; [1, 3, 23, 33, 49, 55, 58, 62, 70] - 3683; 4949;
3; 37; 29; 8; 0.2; 0.3; 14; 30; [1, 2, 9, 11, 21, 23, 31, 33, 49, 58, 62, 70] - 3825; 5033;
4; 29; 23; 6; 0.2; 0.3; 11; 23; [1, 2, 9, 21, 31, 41, 44, 54, 61, 63, 70] - 4007; 5062;
5; 23; 18; 4; 0.2; 0.3; 9; 18; [1, 2, 9, 21, 31, 33, 49, 55, 58, 62, 70] - 3826; 5046;
6; 18; 18; 10; 0.6; 0.3; 9; 19; [1, 3, 13, 23, 25, 33, 46, 49, 58, 62, 70] - 4139; 4945;
7; 18; 18; 10; 0.6; 0.3; 9; 19; [1, 2, 3, 23, 33, 46, 49, 58, 62, 70] - 4017; 4992;
8; 18; 18; 10; 0.6; 0.3; 9; 19; [1, 3, 12, 22, 23, 31, 40, 44, 56, 63, 70] - 3877; 4949;
9; 18; 18; 10; 0.6; 0.3; 9; 19; [1, 3, 12, 22, 23, 31, 40, 44, 56, 63, 70] - 3877; 5041;
10; 18; 18; 10; 0.6; 0.3; 9; 19; [1, 3, 12, 22, 23, 31, 40, 44, 56, 63, 70] - 3877; 4944;

