geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 60; 43; 6; 0.1; 3; 0; 0; 0; 0.03; 1; 1; 24;44.0
2; 43; 31; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 17;41.0
3; 31; 23; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 11;40.0
4; 23; 17; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 9;37.0
5; 17; 17; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 9;35.0
6; 17; 17; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 9;34.0
7; 17; 17; 8; 0.5; 4; 0; 0; 0; 0.03; 1; 1; 9;34.0
8; 17; 18; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 8;35.0
9; 18; 19; 8; 0.5; 0; 0; 4; 0; 0.03; 1; 1; 8;35.0
10; 19; 20; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 8;35.0

