geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 60; 40; 6; 0.1; 3; 0; 0; 0; 0.03; 1; 1; 27;40;
2; 40; 26; 4; 0.1; 2; 0; 0; 0; 0.03; 1; 1; 19;36;
3; 26; 17; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 12;34;
4; 17; 18; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 8;35;
5; 18; 17; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 10;34;
6; 17; 18; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 8;34;
7; 18; 20; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 7;34;
8; 20; 24; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 7;34;
9; 24; 23; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 4;34;
10; 23; 16; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 10;32;
11; 16; 18; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 7;33;
12; 18; 22; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 5;33;
13; 22; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 5;33;
14; 20; 21; 10; 0.1; 4; 0; 1; 0; 0.03; 1; 1; 10;33;
15; 21; 17; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 7;32;
16; 17; 19; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 7;33;
17; 19; 17; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 11;32;
18; 17; 18; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 8;32;
19; 18; 18; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 9;32;
20; 18; 19; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 8;32;
21; 19; 21; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 7;33;
22; 21; 18; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 6;32;
23; 18; 20; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 7;32;
24; 20; 24; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 7;33;
25; 24; 22; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 5;33;
26; 22; 22; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 3;33;
27; 22; 22; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 3;33;
28; 22; 22; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;33;
29; 22; 22; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;33;
30; 22; 22; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;33;

