geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; media
1; 29; 23; 5, 0.2, 0.3, 9, 20, [1, 4, 10, 20] - 1086, 1718
2; 23; 23; 4, 0.2, 0.3, 7, 11, [1, 4, 10, 20] - 1086, 1689
3; 23; 22; 4, 0.2, 0.3, 7, 12, [1, 4, 10, 20] - 1086, 1689
4; 22; 21; 4, 0.2, 0.3, 7, 12, [1, 4, 10, 20] - 1086, 1660
5; 21; 22; 4, 0.2, 0.3, 7, 10, [1, 4, 10, 20] - 1086, 1689
6; 22; 22; 4, 0.2, 0.3, 7, 11, [1, 4, 10, 20] - 1086, 1660
7; 22; 23; 4, 0.2, 0.3, 7, 10, [1, 4, 10, 20] - 1086, 1619
8; 23; 25; 4, 0.2, 0.3, 8, 10, [1, 4, 10, 20] - 1086, 1660
9; 25; 26; 5, 0.2, 0.3, 9, 13, [1, 4, 10, 20] - 1086, 1689
10; 26; 26; 5, 0.2, 0.3, 9, 14, [1, 4, 10, 20] - 1086, 1689

