geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; media;
1; 60; 46; 12; 0.2; 0.3; 21; 47; [1, 3, 23, 33, 47, 49, 58, 62, 70] - 3717; 5006;
2; 46; 35; 9; 0.2; 0.3; 16; 36; [1, 3, 13, 23, 33, 49, 55, 58, 62, 70] - 3776; 5006;
3; 35; 27; 7; 0.2; 0.3; 12; 27; [1, 4, 11, 21, 23, 25, 33, 49, 58, 62, 70] - 3949; 5134;
4; 27; 20; 5; 0.2; 0.3; 9; 21; [1, 4, 11, 21, 23, 25, 33, 49, 58, 62, 70] - 3949; 5397;
5; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 4, 11, 21, 23, 25, 33, 49, 58, 62, 70] - 3949; 5397;
6; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 9, 21, 31, 33, 47, 55, 58, 62, 70] - 3869; 5232;
7; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 4, 11, 21, 23, 25, 33, 49, 58, 62, 70] - 3949; 5122;
8; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 3, 9, 11, 21, 22, 25, 26, 34, 46, 47, 55, 57, 70] - 4245; 5165;
9; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 3, 9, 11, 21, 22, 25, 26, 34, 46, 47, 55, 57, 70] - 4245; 5074;
10; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 9, 21, 23, 25, 26, 34, 46, 49, 58, 62, 70] - 3982; 5237;

