geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 60; 41; 12; 0.2; 0.15; 10; 41; [1, 2, 3, 5, 6, 22, 33, 49, 58, 62, 70] - 3702; 4768;
2; 41; 28; 8; 0.2; 0.15; 7; 28; [1, 2, 3, 5, 6, 22, 33, 49, 58, 62, 70] - 3702; 4789;
3; 28; 18; 5; 0.2; 0.15; 4; 19; [1, 2, 9, 21, 31, 41, 47, 55, 57, 70] - 3867; 4910;
4; 18; 16; 10; 0.6; 0.15; 4; 16; [1, 2, 9, 21, 31, 41, 47, 55, 57, 70] - 3867; 4488;
5; 16; 14; 9; 0.6; 0.15; 3; 14; [1, 2, 9, 21, 31, 41, 47, 55, 57, 70] - 3867; 4472;
6; 14; 12; 8; 0.6; 0.15; 3; 13; [1, 2, 9, 21, 31, 41, 47, 55, 57, 70] - 3867; 4472;
7; 12; 10; 7; 0.6; 0.15; 2; 11; [1, 2, 9, 21, 31, 41, 47, 55, 57, 70] - 3867; 4393;
8; 10; 9; 6; 0.6; 0.15; 2; 9; [1, 2, 9, 21, 31, 41, 47, 55, 57, 70] - 3867; 4393;
9; 9; 8; 5; 0.6; 0.15; 2; 8; [1, 2, 9, 21, 31, 41, 47, 55, 57, 70] - 3867; 4343;
10; 8; 6; 4; 0.6; 0.15; 1; 7; [1, 2, 9, 21, 31, 41, 47, 55, 57, 70] - 3867; 3867;
11; 6; 5; 3; 0.6; 0.15; 1; 5; [1, 2, 9, 21, 31, 41, 47, 55, 57, 70] - 3867; 3867;

