geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; N??oCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 30; 23; 3; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 8;1711
2; 23; 19; 2; 0.1; 0; 1; 0; 0; 0.03; 0; 0; 6;1556
3; 19; 20; 9; 0.5; 2; 1; 1; 0; 0.03; 0; 0; 7;1660
4; 20; 18; 10; 0.1; 2; 1; 2; 0; 0.03; 0; 0; 6;1556
5; 18; 19; 9; 0.5; 1; 2; 1; 0; 0.03; 0; 0; 6;1556
6; 19; 20; 9; 0.5; 2; 2; 0; 0; 0.03; 0; 0; 6;1587
7; 20; 20; 10; 0.1; 4; 0; 1; 0; 0.03; 0; 0; 6;1587
8; 20; 20; 10; 0.1; 2; 2; 1; 0; 0.03; 0; 0; 6;1587
9; 20; 19; 10; 0.1; 3; 1; 1; 0; 0.03; 0; 0; 6;1556
10; 19; 19; 9; 0.5; 2; 1; 1; 0; 0.03; 0; 0; 6;1556
11; 19; 20; 9; 0.5; 2; 1; 1; 0; 0.03; 0; 0; 6;1587
12; 20; 21; 10; 0.1; 4; 1; 0; 0; 0.03; 0; 0; 7;1587
13; 21; 17; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 5;1527
14; 17; 18; 8; 0.5; 2; 2; 0; 0; 0.03; 0; 0; 6;1556
15; 18; 20; 9; 0.5; 2; 1; 1; 0; 0.03; 0; 0; 6;1556
16; 20; 20; 10; 0.1; 2; 2; 1; 0; 0.03; 0; 0; 6;1556
17; 20; 21; 10; 0.1; 0; 5; 0; 0; 0.03; 0; 0; 7;1556
18; 21; 17; 2; 0.1; 0; 1; 0; 0; 0.03; 0; 0; 6;1486
19; 17; 19; 8; 0.5; 2; 1; 1; 0; 0.03; 0; 0; 6;1527
20; 19; 19; 9; 0.5; 2; 1; 1; 0; 0.03; 0; 0; 6;1527

