geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; media;
1; 60; 46; 12; 0.2; 0.3; 21; 47; [1, 3, 23, 33, 49, 55, 58, 62, 70] - 3683; 4924;
2; 46; 35; 9; 0.2; 0.3; 16; 36; [1, 2, 3, 23, 25, 33, 49, 55, 57, 70] - 3836; 5049;
3; 35; 27; 7; 0.2; 0.3; 12; 27; [1, 2, 9, 11, 21, 22, 25, 33, 41, 45, 57, 70] - 3864; 4974;
4; 27; 20; 5; 0.2; 0.3; 9; 21; [1, 2, 9, 11, 21, 22, 25, 33, 41, 45, 57, 70] - 3864; 5047;
5; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 4, 11, 21, 23, 25, 33, 49, 55, 57, 70] - 4033; 4971;
6; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 4, 10, 11, 21, 23, 33, 49, 55, 58, 62, 70] - 4012; 4835;
7; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 3, 23, 33, 46, 49, 58, 62, 70] - 4017; 4835;
8; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 3, 23, 33, 46, 49, 58, 62, 70] - 4017; 4974;
9; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 13, 23, 31, 33, 49, 55, 58, 62, 70] - 4057; 5141;
10; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 13, 23, 31, 33, 49, 55, 58, 62, 70] - 4057; 5141;

