geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 60; 42; 6; 0.1; 2; 0; 1; 0; 0.03; 1; 1; 25;42.0
2; 42; 31; 4; 0.1; 2; 0; 0; 0; 0.03; 1; 1; 16;39.0
3; 31; 24; 3; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 11;38.0
4; 24; 19; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 7;37.0
5; 19; 18; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 10;36.0
6; 18; 18; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 9;36.0
7; 18; 19; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 8;36.0
8; 19; 21; 9; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 7;36.0
9; 21; 16; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 7;35.0
10; 16; 17; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 7;35.0
11; 17; 17; 8; 0.5; 4; 0; 0; 0; 0.03; 0; 0; 8;35.0
12; 17; 18; 8; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 7;35.0
13; 18; 19; 9; 0.5; 4; 0; 0; 0; 0.03; 0; 0; 8;35.0
14; 19; 21; 9; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 7;35.0
15; 21; 17; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 6;33.0
16; 17; 17; 8; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 8;33.0
17; 17; 17; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 8;33.0
18; 17; 17; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 8;33.0
19; 17; 18; 8; 0.5; 0; 0; 4; 0; 0.03; 0; 0; 7;34.0
20; 18; 19; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 8;34.0

