geracao; tamanhoAntesOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; media
1; 29; 22; 5; 0.2; 0.3; 8; 8; 20;[1, 4, 10, 20] - 10861832
2; 22; 21; 4; 0.2; 0.3; 6; 6; 11;[1, 4, 10, 20] - 10861711
3; 21; 20; 4; 0.2; 0.3; 6; 6; 11;[1, 4, 10, 20] - 10861660
4; 20; 22; 12; 0.2; 0.3; 7; 7; 17;[1, 4, 10, 20] - 10861660
5; 22; 21; 4; 0.2; 0.3; 7; 7; 12;[1, 4, 10, 20] - 10861587
6; 21; 20; 4; 0.2; 0.3; 7; 7; 12;[1, 4, 10, 20] - 10861587
7; 20; 21; 12; 0.2; 0.3; 7; 7; 18;[1, 4, 10, 20] - 10861587
8; 21; 20; 4; 0.2; 0.3; 6; 6; 11;[1, 4, 10, 20] - 10861587
9; 20; 24; 12; 0.2; 0.3; 8; 8; 16;[1, 4, 10, 20] - 10861711
10; 24; 23; 4; 0.2; 0.3; 8; 8; 13;[1, 4, 10, 20] - 10861594

