geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 60; 50; 6; 0.1; 2; 0; 1; 0; 0.03; 1; 1; 17;45
2; 50; 45; 5; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 11;43
3; 45; 38; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 12;41
4; 38; 32; 3; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 10;40
5; 32; 27; 3; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 9;39
6; 27; 22; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 7;38
7; 22; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 4;38
8; 20; 23; 10; 0.1; 4; 0; 1; 0; 0.03; 0; 0; 7;38
9; 23; 19; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 6;37
10; 19; 21; 9; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 7;38

