geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; media;
1; 60; 46; 12; 0.2; 0.3; 21; 47; [1, 3, 5, 12, 13, 19, 20] - 30; 50;
2; 46; 35; 9; 0.2; 0.3; 16; 36; [1, 3, 5, 12, 19, 20] - 32; 49;
3; 35; 27; 7; 0.2; 0.3; 12; 27; [1, 3, 8, 10, 14, 15, 20] - 32; 49;
4; 27; 20; 5; 0.2; 0.3; 9; 21; [1, 3, 8, 10, 14, 15, 20] - 32; 49;
5; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 8, 10, 14, 15, 20] - 32; 52;
6; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 5, 10, 14, 13, 19, 20] - 35; 52;
7; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 5, 12, 19, 20] - 32; 50;
8; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 5, 12, 19, 20] - 32; 49;
9; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 8, 9, 12, 19, 20] - 32; 52;
10; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 5, 12, 19, 20] - 32; 49;
11; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 8, 9, 13, 19, 20] - 33; 49;
12; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 5, 12, 19, 20] - 32; 45;
13; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 5, 12, 19, 20] - 32; 47;
14; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 5, 12, 19, 20] - 32; 49;
15; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 8, 9, 12, 19, 20] - 32; 47;
16; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 8, 10, 14, 15, 20] - 32; 51;
17; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 8, 10, 14, 15, 20] - 32; 49;
18; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 5, 12, 19, 20] - 32; 49;
19; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 5, 12, 19, 20] - 32; 50;
20; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 6, 8, 10, 14, 15, 20] - 35; 48;

