geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; N??oCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 33; 25; 3; 0.1; 0; 1; 0; 0; 0.03; 1; 1; 9;1844
2; 25; 20; 2; 0.1; 0; 1; 0; 0; 0.03; 0; 0; 7;1731
3; 20; 23; 10; 0.1; 0; 4; 1; 0; 0.03; 0; 0; 7;1720
4; 23; 19; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 6;1660
5; 19; 20; 9; 0.5; 2; 1; 1; 0; 0.03; 0; 0; 7;1660
6; 20; 21; 10; 0.1; 4; 1; 0; 0; 0.03; 0; 0; 7;1660
7; 21; 17; 2; 0.1; 0; 1; 0; 0; 0.03; 0; 0; 6;1556
8; 17; 19; 8; 0.5; 3; 1; 0; 0; 0.03; 0; 0; 6;1556
9; 19; 20; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 7;1587
10; 20; 21; 10; 0.1; 3; 1; 1; 0; 0.03; 0; 0; 7;1587

