geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 80; 55; 8; 0.1; 4; 0; 0; 0; 0.03; 2; 2; 35;42.0
2; 55; 41; 5; 0.1; 2; 0; 0; 0; 0.03; 1; 1; 20;38.0
3; 41; 30; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 16;36.0
4; 30; 22; 3; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 11;35.0
5; 22; 16; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 8;34.0
6; 16; 16; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 8;34.0
7; 16; 16; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 8;34.0
8; 16; 16; 8; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 8;34.0
9; 16; 16; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 8;34.0
10; 16; 16; 8; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 8;34.0
11; 16; 16; 8; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 8;34.0
12; 16; 17; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 7;33.0
13; 17; 18; 8; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 7;33.0
14; 18; 18; 9; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 9;33.0
15; 18; 18; 9; 0.5; 0; 0; 4; 0; 0.03; 0; 0; 9;33.0
16; 18; 18; 9; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 9;33.0
17; 18; 19; 9; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 8;33.0
18; 19; 19; 9; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 9;33.0
19; 19; 19; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 9;33.0
20; 19; 20; 9; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 8;33.0
21; 20; 22; 10; 0.1; 3; 0; 2; 0; 0.03; 0; 0; 8;33.0
22; 22; 16; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 8;32.0
23; 16; 16; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 8;32.0
24; 16; 16; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 8;32.0
25; 16; 17; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 7;32.0
26; 17; 17; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 8;32.0
27; 17; 18; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 7;32.0
28; 18; 18; 9; 0.5; 4; 0; 0; 0; 0.03; 0; 0; 9;32.0
29; 18; 19; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 8;32.0
30; 19; 19; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 9;32.0
31; 19; 19; 9; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 9;32.0
32; 19; 19; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 9;32.0
33; 19; 19; 9; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 9;32.0
34; 19; 19; 9; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 9;32.0
35; 19; 19; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 9;32.0
36; 19; 19; 9; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 9;32.0
37; 19; 20; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 8;32.0
38; 20; 20; 10; 0.1; 1; 0; 4; 0; 0.03; 0; 0; 10;32.0
39; 20; 20; 10; 0.1; 3; 0; 2; 0; 0.03; 0; 0; 10;32.0
