geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 80; 51; 8; 0.1; 3; 0; 1; 0; 0.03; 2; 2; 39;39;
2; 51; 25; 5; 0.1; 2; 0; 0; 0; 0.03; 1; 1; 32;34;
3; 25; 23; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 4;34;
4; 23; 16; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 9;32;
5; 16; 17; 8; 0.5; 0; 0; 4; 0; 0.03; 0; 0; 7;32;
6; 17; 17; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 8;32;
7; 17; 18; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 7;32;
8; 18; 19; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 8;33;
9; 19; 18; 9; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 10;32;
10; 18; 19; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 8;32;
11; 19; 19; 9; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 9;32;
12; 19; 21; 9; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 7;33;
13; 21; 19; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 4;32;
14; 19; 19; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 9;32;
15; 19; 19; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 9;32;
16; 19; 20; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 8;33;
17; 20; 21; 10; 0.1; 3; 0; 2; 0; 0.03; 0; 0; 9;33;
18; 21; 20; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 3;33;
19; 20; 23; 10; 0.1; 1; 0; 4; 0; 0.03; 0; 0; 7;33;
20; 23; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 5;33;

