geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 80; 79; 8; 0.1; 4; 0; 0; 0; 0.03; 2; 2; 11;48.0
2; 79; 77; 7; 0.1; 0; 0; 3; 0; 0.03; 2; 2; 11;46.0
3; 77; 76; 7; 0.1; 3; 0; 0; 0; 0.03; 2; 2; 10;45.0
4; 76; 77; 7; 0.1; 2; 0; 1; 0; 0.03; 2; 2; 8;43.0
5; 77; 78; 7; 0.1; 2; 0; 1; 0; 0.03; 2; 2; 8;42.0
6; 78; 78; 7; 0.1; 2; 0; 1; 0; 0.03; 2; 2; 9;41.0
7; 78; 78; 7; 0.1; 3; 0; 0; 0; 0.03; 2; 2; 9;41.0
8; 78; 78; 7; 0.1; 2; 0; 1; 0; 0.03; 2; 2; 9;40.0
9; 78; 77; 7; 0.1; 3; 0; 0; 0; 0.03; 2; 2; 10;39.0
10; 77; 76; 7; 0.1; 1; 0; 2; 0; 0.03; 2; 2; 10;39.0
11; 76; 76; 7; 0.1; 2; 0; 1; 0; 0.03; 2; 2; 9;39.0
12; 76; 75; 7; 0.1; 1; 0; 2; 0; 0.03; 2; 2; 10;39.0
13; 75; 76; 7; 0.1; 2; 0; 1; 0; 0.03; 2; 2; 8;38.0
14; 76; 79; 7; 0.1; 2; 0; 1; 0; 0.03; 2; 2; 6;38.0
15; 79; 78; 7; 0.1; 3; 0; 0; 0; 0.03; 2; 2; 10;38.0
16; 78; 78; 7; 0.1; 1; 0; 2; 0; 0.03; 2; 2; 9;38.0
17; 78; 78; 7; 0.1; 2; 0; 1; 0; 0.03; 2; 2; 9;38.0
18; 78; 78; 7; 0.1; 1; 0; 2; 0; 0.03; 2; 2; 9;38.0
19; 78; 79; 7; 0.1; 1; 0; 2; 0; 0.03; 2; 2; 8;38.0
20; 79; 80; 7; 0.1; 2; 0; 1; 0; 0.03; 2; 2; 8;38.0
21; 80; 82; 8; 0.1; 4; 0; 0; 0; 0.03; 2; 2; 8;38.0
22; 82; 83; 8; 0.1; 3; 0; 1; 0; 0.03; 2; 2; 9;38.0
23; 83; 83; 8; 0.1; 3; 0; 1; 0; 0.03; 2; 2; 10;38.0
