geracao; tamanhoAntesOP;tamanhoDepoisOP;quantidadeCruzados;taxaCruzamento;taxaMutacao;Nummutacao;NumElitismo;melhor;mediana
1;80;93;16;0.2;0.15;14;17;[1, 3, 5, 10, 14, 15, 20] - 29;46
2;93;113;18;0.2;0.15;16;14;[1, 3, 5, 10, 14, 15, 20] - 29;46
3;113;144;22;0.2;0.15;20;11;[1, 3, 5, 10, 14, 15, 20] - 29;45
4;144;185;28;0.2;0.15;25;12;[1, 3, 5, 10, 14, 15, 20] - 29;46
5;185;237;37;0.2;0.15;33;18;[1, 3, 5, 10, 14, 15, 20] - 29;46
6;237;302;47;0.2;0.15;42;24;[1, 3, 5, 10, 14, 15, 20] - 29;47
7;302;386;60;0.2;0.15;54;30;[1, 3, 5, 10, 14, 15, 20] - 29;48
8;386;485;77;0.2;0.15;69;47;[1, 3, 5, 10, 14, 15, 20] - 29;49
9;485;611;97;0.2;0.15;87;58;[1, 3, 5, 10, 14, 15, 20] - 29;49
10;611;760;122;0.2;0.15;109;82;[1, 3, 5, 10, 14, 15, 20] - 29;51

