geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; NumElitismo; melhor; media
1; 37; 27; 7; 0.2; ; 0.3; 11; 28; [1, 2, 4, 10, 20] - 11631814
2; 27; 28; 5; 0.2; ; 0.3; 9; 13; [1, 4, 10, 20] - 10861711
3; 28; 25; 5; 0.2; ; 0.3; 9; 17; [1, 4, 10, 20] - 10861619
4; 25; 24; 5; 0.2; ; 0.3; 8; 14; [1, 4, 10, 20] - 10861619
5; 24; 23; 4; 0.2; ; 0.3; 8; 13; [1, 4, 10, 20] - 10861612
6; 23; 23; 4; 0.2; ; 0.3; 8; 12; [1, 4, 10, 20] - 10861612
7; 23; 23; 4; 0.2; ; 0.3; 7; 11; [1, 4, 10, 20] - 10861612
8; 23; 23; 4; 0.2; ; 0.3; 7; 11; [1, 4, 10, 20] - 10861612
9; 23; 22; 4; 0.2; ; 0.3; 7; 12; [1, 4, 10, 20] - 10861612
10; 22; 22; 4; 0.2; ; 0.3; 7; 11; [1, 4, 10, 20] - 10861612
11; 22; 23; 4; 0.2; ; 0.3; 7; 10; [1, 4, 10, 20] - 10861612
12; 23; 23; 4; 0.2; ; 0.3; 7; 11; [1, 4, 10, 20] - 10861612
13; 23; 22; 4; 0.2; ; 0.3; 7; 12; [1, 4, 10, 20] - 10861612
14; 22; 20; 4; 0.2; ; 0.3; 7; 13; [1, 4, 10, 20] - 10861587
15; 20; 23; 12; 0.2; ; 0.3; 8; 17; [1, 4, 10, 20] - 10861612
16; 23; 21; 4; 0.2; ; 0.3; 8; 14; [1, 4, 10, 20] - 10861587
17; 21; 21; 4; 0.2; ; 0.3; 7; 11; [1, 4, 10, 20] - 10861587
18; 21; 21; 4; 0.2; ; 0.3; 7; 11; [1, 4, 10, 20] - 10861556
19; 21; 23; 4; 0.2; ; 0.3; 7; 9; [1, 4, 10, 20] - 10861587
20; 23; 23; 4; 0.2; ; 0.3; 7; 11; [1, 4, 10, 20] - 10861587

