geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 80; 56; 8; 0.1; 4; 0; 0; 0; 0.03; 2; 2; 34;42;
2; 56; 27; 5; 0.1; 2; 0; 0; 0; 0.03; 1; 1; 35;38;
3; 27; 12; 2; 0.5; 0; 0; 1; 0; 0.03; 0; 0; 17;34;
4; 12; 14; 6; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 4;35;
5; 14; 15; 7; 0.5; 2; 0; 1; 0; 0.03; 0; 0; 6;35;
6; 15; 11; 7; 0.5; 2; 0; 1; 0; 0.03; 0; 0; 11;33;
7; 11; 12; 5; 0.5; 2; 0; 0; 0; 0.03; 0; 0; 4;34;
8; 12; 12; 6; 0.5; 3; 0; 0; 0; 0.03; 0; 0; 6;33;
9; 12; 10; 6; 0.5; 0; 0; 3; 0; 0.03; 0; 0; 8;33;

