geracao; tamanhoAntesOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; media
1; 35; 26; 7; 0.2; 0.3; 10; 10; 26;[1, 2, 4, 10, 20] - 11631814
2; 26; 28; 5; 0.2; 0.3; 9; 9; 12;[1, 4, 10, 20] - 10861718
3; 28; 26; 5; 0.2; 0.3; 9; 9; 16;[1, 4, 10, 20] - 10861711
4; 26; 25; 5; 0.2; 0.3; 9; 9; 15;[1, 4, 10, 20] - 10861689
5; 25; 24; 5; 0.2; 0.3; 8; 8; 14;[1, 4, 10, 20] - 10861689
6; 24; 24; 4; 0.2; 0.3; 8; 8; 12;[1, 4, 10, 20] - 10861689
7; 24; 25; 4; 0.2; 0.3; 8; 8; 11;[1, 4, 10, 20] - 10861689
8; 25; 25; 5; 0.2; 0.3; 8; 8; 13;[1, 4, 10, 20] - 10861689
9; 25; 27; 5; 0.2; 0.3; 9; 9; 12;[1, 4, 10, 20] - 10861711
10; 27; 27; 5; 0.2; 0.3; 9; 9; 14;[1, 4, 10, 20] - 10861711

